,Average1,Average5,TasksTotal,TasksRuning,TasksSleeping,CpuUs,CpuSy,CpuId,MemFree,MemUsed,MemBuff,SwapAvail,DiskRead,DiskWrite,NetRead,NetWrite,SysInt,SysCsw,species
8654,0.27,1.24,407,1,262,38.8,2.5,58.7,126992815,2044400,2138020,128041345,139000,296000,0,0,5090,4699,tpc
8655,0.27,1.24,407,2,262,15.9,4.7,76.5,126992815,2044400,2138020,128041345,0,2600000,835,152,85000,179000,tpc
8656,0.65,1.3,407,2,262,16.1,5.0,76.1,126992815,2044400,2138020,128041345,0,29000000,180,0,89000,184000,tpc
8657,0.65,1.3,407,2,261,17.1,5.2,75.0,126980465,2050260,2144508,128035455,0,25000000,906,0,92000,188000,tpc
8658,0.65,1.3,407,1,262,15.3,4.7,77.2,126980465,2050260,2144508,128035455,0,25000000,540,0,89000,185000,tpc
8659,0.65,1.3,407,1,262,16.2,4.5,76.6,126980465,2050260,2144508,128035455,0,25000000,483,0,87000,183000,tpc
8660,0.65,1.3,407,1,262,16.3,5.2,75.6,126971375,2052236,2151620,128033445,0,30000000,1285,42,85000,181000,tpc
8661,1.24,1.41,407,1,262,15.7,4.9,76.4,126971375,2052236,2151620,128033445,0,26000000,912,0,90000,190000,tpc
8662,1.24,1.41,407,1,262,15.2,5.0,76.7,126971375,2052236,2151620,128033445,0,28000000,337,101,87000,183000,tpc
8663,1.24,1.41,407,1,262,15.7,4.4,77.1,126971095,2049196,2154940,128036035,0,27000000,448,0,82000,174000,tpc
8664,1.24,1.41,407,2,262,15.7,4.5,77.0,126971095,2049196,2154940,128036035,0,29000000,480,0,84000,178000,tpc
8665,1.24,1.41,407,1,262,16.2,5.0,75.9,126971095,2049196,2154940,128036035,0,30000000,360,0,87000,183000,tpc
8666,1.46,1.46,407,1,262,15.6,4.3,77.0,126965155,2049388,2160696,128035885,0,34000000,770,0,85000,177000,tpc
8667,1.46,1.46,407,1,262,15.3,4.6,77.1,126965155,2049388,2160696,128035885,0,32000000,1066,42,89000,188000,tpc
8668,1.46,1.46,407,2,262,15.4,4.8,76.9,126965155,2049388,2160696,128035885,0,30000000,519,0,85000,182000,tpc
8669,1.46,1.46,407,1,262,15.6,4.2,76.7,126961385,2051056,2162792,128034645,0,30000000,483,0,83000,178000,tpc
8670,1.46,1.46,407,1,262,16.3,4.8,75.9,126961385,2051056,2162792,128034645,0,29000000,240,0,95000,194000,tpc
8671,1.66,1.5,407,1,262,15.1,5.2,77.0,126961385,2051056,2162792,128034645,0,31000000,360,0,88000,174000,tpc
8672,1.66,1.5,407,1,262,15.3,5.0,77.0,126952745,2054580,2167908,128031085,0,28000000,360,0,86000,179000,tpc
8673,1.66,1.5,407,1,262,15.1,4.7,77.6,126952745,2054580,2167908,128031085,0,26000000,360,0,81000,171000,tpc
8674,1.66,1.5,407,1,262,15.3,4.9,77.3,126952745,2054580,2167908,128031085,0,26000000,420,0,83000,174000,tpc
8675,1.66,1.5,407,1,262,15.4,4.3,77.6,126947635,2054144,2173460,128031525,0,31000000,906,0,84000,179000,tpc
8676,1.93,1.56,407,1,262,15.9,5.1,76.0,126947635,2054144,2173460,128031525,0,27000000,420,0,86000,182000,tpc
8677,1.93,1.56,407,1,262,16.7,4.8,75.3,126947635,2054144,2173460,128031525,0,28000000,540,0,90000,191000,tpc
8678,1.93,1.56,407,2,262,15.1,4.6,77.2,126946625,2053716,2174888,128031965,0,28000000,300,0,83000,177000,tpc
8679,1.93,1.56,407,1,262,15.3,4.7,77.4,126946625,2053716,2174888,128031965,0,28000000,770,0,87000,184000,tpc
8680,1.93,1.56,407,1,262,15.5,5.0,76.6,126946625,2053716,2174888,128031965,0,32000000,2400,0,83000,175000,tpc
8681,2.09,1.6,407,2,262,14.5,4.4,78.3,126939845,2054668,2180716,128031025,0,29000000,540,0,83000,176000,tpc
8682,2.09,1.6,407,1,262,15.7,5.2,76.2,126939845,2054668,2180716,128031025,0,29000000,780,0,85000,182000,tpc
8683,2.09,1.6,407,1,262,14.2,5.1,77.7,126939845,2054668,2180716,128031025,0,33000000,420,0,85000,178000,tpc
8684,2.09,1.6,407,1,262,15.5,5.4,76.2,126931965,2056800,2186460,128028785,0,32000000,382,0,83000,176000,tpc
8685,2.09,1.6,407,1,262,15.5,5.2,76.1,126931965,2056800,2186460,128028785,0,30000000,360,0,88000,180000,tpc
8686,2.33,1.66,407,2,261,15.9,4.6,76.6,126931965,2056800,2186460,128028785,0,32000000,300,0,88000,183000,tpc
8687,2.33,1.66,407,2,262,14.2,4.8,78.0,126929045,2057440,2188748,128027555,0,29000000,360,0,85000,178000,tpc
8688,2.33,1.66,407,1,262,14.6,4.2,78.7,126929045,2057440,2188748,128027555,0,30000000,683,0,81000,166000,tpc
8689,2.33,1.66,407,1,262,14.6,4.6,77.5,126929045,2057440,2188748,128027555,8192,36000000,300,0,80000,168000,tpc
8690,2.33,1.66,407,1,262,14.8,4.7,77.6,126922485,2058160,2194584,128027085,0,29000000,420,0,84000,177000,tpc
8691,2.54,1.71,407,2,262,15.7,4.8,76.6,126922485,2058160,2194584,128027085,0,29000000,420,0,81000,172000,tpc
8692,2.54,1.71,407,1,262,15.6,4.7,76.6,126922485,2058160,2194584,128027085,0,29000000,562,0,87000,183000,tpc
8693,2.54,1.71,407,1,262,15.5,4.5,77.1,126914545,2060372,2200312,128025295,0,31000000,480,0,86000,183000,tpc
8694,2.54,1.71,407,1,262,15.9,5.2,76.0,126914545,2060372,2200312,128025295,0,31000000,180,0,86000,182000,tpc
8695,2.82,1.78,407,2,262,15.2,4.7,77.2,126914545,2060372,2200312,128025295,0,30000000,420,0,86000,181000,tpc
8696,2.82,1.78,407,1,262,15.8,4.4,76.9,126913845,2060388,2201008,128025365,0,31000000,779,0,85000,178000,tpc
8697,2.82,1.78,407,2,262,15.5,4.9,76.6,126913845,2060388,2201008,128025365,0,29000000,300,0,86000,182000,tpc
8698,2.82,1.78,407,2,262,15.3,4.8,76.9,126913845,2060388,2201008,128025365,0,36000000,300,0,84000,178000,tpc
8699,2.82,1.78,407,1,262,15.7,4.8,76.3,126907035,2062176,2206024,128023585,0,29000000,540,0,84000,178000,tpc
8700,3.15,1.87,407,2,262,15.6,4.4,76.8,126907035,2062176,2206024,128023585,0,30000000,420,0,86000,183000,tpc
8701,3.15,1.87,407,1,262,15.0,4.8,77.4,126907035,2062176,2206024,128023585,0,32000000,659,0,87000,184000,tpc
8702,3.15,1.87,407,2,262,15.3,5.4,76.1,126899135,2063812,2212284,128021725,0,29000000,120,0,81000,171000,tpc
8703,3.15,1.87,407,2,262,15.5,4.5,77.1,126899135,2063812,2212284,128021725,0,31000000,322,0,86000,181000,tpc
8704,3.15,1.87,407,1,262,16.1,4.9,75.9,126899135,2063812,2212284,128021725,0,37000000,300,0,85000,178000,tpc
8705,3.46,1.95,407,1,262,15.1,4.7,77.3,126894665,2065352,2215216,128020305,0,30000000,480,0,88000,184000,tpc
8706,3.46,1.95,407,2,262,16.1,4.4,76.4,126894665,2065352,2215216,128020305,0,32000000,360,0,84000,177000,tpc
8707,3.46,1.95,407,2,261,14.1,4.2,78.6,126894665,2065352,2215216,128020305,0,30000000,382,0,87000,184000,tpc
8708,3.46,1.95,407,1,262,16.0,4.9,76.5,126888785,2066132,2220312,128019495,0,30000000,399,0,79000,165000,tpc
8709,3.46,1.95,407,1,262,15.0,4.3,77.8,126888785,2066132,2220312,128019495,0,33000000,539,0,85000,178000,tpc
8710,3.75,2.04,407,2,262,15.8,4.7,76.7,126888785,2066132,2220312,128019495,0,30000000,120,0,83000,176000,tpc
8711,3.75,2.04,407,2,262,16.1,4.7,75.9,126887775,2066092,2221364,128019295,0,31000000,120,0,83000,175000,tpc
8712,3.75,2.04,407,2,262,15.1,4.5,77.6,126887775,2066092,2221364,128019295,0,30000000,780,0,85000,181000,tpc
8713,3.75,2.04,407,2,261,15.7,4.5,77.0,126887775,2066092,2221364,128019295,0,31000000,480,0,85000,180000,tpc
8714,3.75,2.04,407,2,262,15.2,5.3,76.4,126883045,2065300,2226892,128019825,0,34000000,540,0,84000,178000,tpc
8715,3.85,2.09,407,1,262,14.6,4.6,78.2,126883045,2065300,2226892,128019825,0,33000000,300,0,87000,183000,tpc
8716,3.85,2.09,407,1,262,14.6,4.5,78.0,126883045,2065300,2226892,128019825,0,31000000,120,0,80000,168000,tpc
8717,3.85,2.09,407,1,262,15.7,4.7,76.7,126877985,2065352,2231900,128020015,0,30000000,436,0,84000,175000,tpc
8718,3.85,2.09,407,2,262,16.1,4.7,76.0,126877985,2065352,2231900,128020015,0,36000000,540,0,85000,178000,tpc
8719,3.85,2.09,407,1,262,15.4,4.3,77.3,126877985,2065352,2231900,128020015,0,31000000,420,0,85000,181000,tpc
8720,4.02,2.15,407,2,262,15.3,4.3,77.5,126876785,2065348,2233104,128019945,0,33000000,538,0,83000,177000,tpc
8721,4.02,2.15,407,2,261,16.0,4.7,76.3,126876785,2065348,2233104,128019945,0,33000000,798,152,86000,182000,tpc
8722,4.02,2.15,407,1,262,16.0,4.9,76.6,126876785,2065348,2233104,128019945,0,33000000,420,0,87000,179000,tpc
8723,4.02,2.15,407,2,262,16.0,4.7,76.5,126871055,2064740,2239436,128020485,0,35000000,806,0,84000,178000,tpc
8724,4.02,2.15,407,1,262,15.6,4.7,76.7,126871055,2064740,2239436,128020485,0,32000000,664,0,84000,176000,tpc
8725,3.86,2.15,407,1,262,16.5,5.0,75.7,126871055,2064740,2239436,128020485,0,33000000,1643,0,84000,176000,tpc
8726,3.86,2.15,407,1,262,15.7,4.7,77.0,126870655,2064412,2240164,128020815,0,32000000,881,194,90000,181000,tpc
8727,3.86,2.15,407,2,262,14.9,4.6,77.3,126870655,2064412,2240164,128020815,0,31000000,594,0,90000,187000,tpc
8728,3.86,2.15,407,3,260,15.8,4.4,76.9,126864965,2064796,2245468,128019855,0,33000000,541,0,86000,181000,tpc
8729,3.86,2.15,407,1,262,15.6,5.2,76.3,126864965,2064796,2245468,128019855,0,35000000,300,0,83000,174000,tpc
8730,3.87,2.18,407,1,262,15.3,4.4,77.4,126864965,2064796,2245468,128019855,0,33000000,180,0,84000,175000,tpc
8731,3.87,2.18,407,1,262,14.6,4.5,78.0,126862515,2066272,2246452,128018785,0,35000000,540,0,87000,183000,tpc
8732,3.87,2.18,407,1,262,16.1,4.7,76.3,126862515,2066272,2246452,128018785,0,33000000,442,0,84000,178000,tpc
8733,3.87,2.18,407,2,261,15.4,4.3,77.5,126862515,2066272,2246452,128018785,0,31000000,480,0,81000,171000,tpc
8734,3.87,2.18,407,1,262,15.9,4.4,76.9,126856585,2067216,2251432,128017745,0,36000000,360,0,85000,179000,tpc
8735,4.04,2.24,407,1,262,16.8,5.2,75.3,126856585,2067216,2251432,128017745,0,29000000,300,0,81000,173000,tpc
8736,4.04,2.24,407,2,262,15.5,4.7,76.9,126856585,2067216,2251432,128017745,0,32000000,360,0,86000,181000,tpc
8737,4.04,2.24,407,2,262,14.4,4.4,78.3,126850855,2068316,2256060,128016595,0,33000000,360,0,90000,191000,tpc
8738,4.04,2.24,407,3,262,15.4,4.5,77.0,126850855,2068316,2256060,128016595,0,35000000,180,0,83000,176000,tpc
8739,4.04,2.24,407,3,261,15.7,4.5,77.0,126850855,2068316,2256060,128016595,0,32000000,120,0,83000,174000,tpc
8740,4.2,2.31,407,2,261,14.8,4.6,77.6,126850045,2068768,2256424,128016065,0,32000000,180,0,82000,173000,tpc
8741,4.2,2.31,407,2,262,15.4,4.7,76.9,126850045,2068768,2256424,128016065,0,31000000,480,0,83000,174000,tpc
8742,4.2,2.31,407,3,260,16.8,4.9,75.3,126850045,2068768,2256424,128016065,0,33000000,900,0,84000,177000,tpc
8743,4.2,2.31,407,1,262,15.7,5.1,76.2,126843635,2069800,2261804,128014995,0,39000000,2160,0,87000,182000,tpc
8744,4.34,2.37,407,1,262,15.5,4.8,76.9,126843635,2069800,2261804,128014995,0,33000000,202,0,89000,189000,tpc
8745,4.34,2.37,407,1,262,16.5,5.1,75.4,126843635,2069800,2261804,128014995,0,33000000,240,0,86000,182000,tpc
8746,4.34,2.37,407,2,262,16.2,5.1,75.6,126842945,2070196,2262096,128014655,0,33000000,240,0,86000,181000,tpc
8747,4.34,2.37,407,1,262,14.8,4.5,77.9,126842945,2070196,2262096,128014655,0,34000000,180,0,89000,189000,tpc
8748,4.34,2.37,407,1,262,15.6,4.9,76.8,126842945,2070196,2262096,128014655,0,34000000,481,0,91000,191000,tpc
8749,4.55,2.45,407,1,262,16.7,4.5,75.8,126834985,2072384,2267864,128012265,0,38000000,240,0,84000,177000,tpc
8750,4.55,2.45,407,1,262,15.0,4.5,77.4,126834985,2072384,2267864,128012265,0,36000000,300,0,86000,181000,tpc
8751,4.55,2.45,407,1,262,14.9,4.4,77.8,126834985,2072384,2267864,128012265,0,33000000,304,0,85000,180000,tpc
8752,4.55,2.45,407,2,261,14.8,4.9,77.4,126830595,2071848,2272788,128012355,0,33000000,364,0,81000,172000,tpc
8753,4.55,2.45,407,2,262,15.4,4.8,76.9,126830595,2071848,2272788,128012355,0,33000000,424,0,80000,170000,tpc
8754,4.67,2.5,407,1,262,15.5,4.7,76.6,126830595,2071848,2272788,128012355,0,37000000,124,0,85000,172000,tpc
8755,4.67,2.5,407,2,262,15.9,4.5,76.5,126830425,2071948,2272860,128012815,0,32000000,304,0,82000,171000,tpc
8756,4.67,2.5,407,1,262,15.4,4.4,77.3,126830425,2071948,2272860,128012815,0,33000000,1956,0,86000,181000,tpc
8757,4.67,2.5,407,2,262,15.2,4.3,77.6,126830425,2071948,2272860,128012815,0,33000000,360,0,89000,187000,tpc
8758,4.67,2.5,407,3,262,16.0,5.2,75.6,126824545,2072968,2277724,128011675,0,37000000,484,0,83000,175000,tpc
8759,4.78,2.56,407,1,262,15.8,4.5,76.8,126824545,2072968,2277724,128011675,0,33000000,724,54,81000,171000,tpc
8760,4.78,2.56,407,1,262,15.3,4.6,76.9,126824545,2072968,2277724,128011675,0,34000000,1083,0,89000,188000,tpc
8761,4.78,2.56,407,1,262,14.9,4.1,77.9,126823905,2073152,2278180,128011465,0,34000000,544,0,87000,184000,tpc
8762,4.78,2.56,407,1,262,15.0,5.0,77.4,126823905,2073152,2278180,128011465,0,33000000,386,0,83000,174000,tpc
8763,4.78,2.56,407,1,262,16.1,5.0,76.1,126823905,2073152,2278180,128011465,0,35000000,420,0,85000,180000,tpc
8764,4.71,2.59,407,1,262,16.0,4.7,76.3,126819765,2072724,2282748,128011905,0,36000000,1103,0,80000,170000,tpc
8765,4.71,2.59,407,1,262,15.8,4.4,77.0,126819765,2072724,2282748,128011905,0,32000000,1006,0,84000,178000,tpc
8766,4.71,2.59,407,1,262,16.5,4.6,76.1,126819765,2072724,2282748,128011905,0,33000000,442,0,87000,184000,tpc
8767,4.71,2.59,407,1,262,14.7,4.6,78.0,126815135,2072884,2287208,128011645,0,35000000,600,0,86000,183000,tpc
8768,4.71,2.59,407,1,262,16.1,4.8,76.3,126815135,2072884,2287208,128011645,0,33000000,699,0,88000,186000,tpc
8769,4.58,2.59,407,2,261,15.1,4.3,77.7,126815135,2072884,2287208,128011645,0,37000000,622,0,83000,174000,tpc
8770,4.58,2.59,407,3,261,15.5,4.5,77.1,126813605,2074072,2287564,128010405,0,33000000,420,0,79000,165000,tpc
8771,4.58,2.59,407,2,262,15.7,4.6,76.8,126813605,2074072,2287564,128010405,0,36000000,1080,0,85000,179000,tpc
8772,4.58,2.59,407,2,262,13.9,4.2,78.9,126813605,2074072,2287564,128010405,0,33000000,2399,0,81000,171000,tpc
8773,4.58,2.59,407,2,262,16.4,4.3,76.1,126808645,2074204,2292388,128010205,0,35000000,2008,0,84000,177000,tpc
8774,4.61,2.63,407,1,262,16.2,4.5,76.3,126808645,2074204,2292388,128010205,0,39000000,1860,0,81000,169000,tpc
8775,4.61,2.63,407,2,261,14.9,4.4,77.6,126808645,2074204,2292388,128010205,0,33000000,1320,0,84000,178000,tpc
8776,4.61,2.63,407,1,262,16.3,4.6,76.1,126803905,2073824,2297500,128009885,0,33000000,1440,0,82000,174000,tpc
8777,4.61,2.63,407,1,262,15.5,4.9,76.3,126803905,2073824,2297500,128009885,0,36000000,1636,0,84000,177000,tpc
8778,4.61,2.63,407,1,262,14.9,4.1,78.1,126803905,2073824,2297500,128009885,0,38000000,1140,0,86000,181000,tpc
8779,4.8,2.71,407,2,262,15.2,4.7,77.2,126804345,2072612,2298276,128011575,0,36000000,660,0,89000,188000,tpc
8780,4.8,2.71,407,2,262,15.7,4.8,76.6,126804345,2072612,2298276,128011575,0,38000000,840,0,85000,180000,tpc
8781,4.8,2.71,407,2,262,14.4,4.6,78.2,126804345,2072612,2298276,128011575,0,34000000,723,0,80000,169000,tpc
8782,4.8,2.71,407,1,262,15.2,4.8,76.9,126799485,2073120,2302628,128011145,0,34000000,300,0,86000,183000,tpc
8783,4.8,2.71,407,1,262,16.0,4.4,76.8,126799485,2073120,2302628,128011145,0,34000000,360,0,79000,166000,tpc
8784,4.66,2.71,407,1,262,15.6,5.0,76.4,126799485,2073120,2302628,128011145,0,40000000,862,0,80000,167000,tpc
8785,4.66,2.71,407,1,262,14.0,4.4,78.6,126797525,2073268,2304440,128010445,0,34000000,300,0,83000,175000,tpc
8786,4.66,2.71,407,2,262,15.1,4.4,77.5,126797525,2073268,2304440,128010445,0,37000000,300,0,85000,180000,tpc
8787,4.66,2.71,407,1,262,15.4,4.7,77.2,126797525,2073268,2304440,128010445,0,33000000,300,0,84000,178000,tpc
8788,4.66,2.71,407,1,262,14.9,4.1,78.2,126792605,2073992,2308636,128010085,0,34000000,840,0,79000,167000,tpc
8789,4.69,2.75,407,1,262,14.9,4.7,77.4,126792605,2073992,2308636,128010085,4096,38000000,540,0,84000,175000,tpc
8790,4.69,2.75,407,1,262,16.7,4.9,75.3,126792605,2073992,2308636,128010085,0,36000000,300,0,81000,171000,tpc
8791,4.69,2.75,407,1,262,15.0,4.8,77.1,126787055,2074864,2313312,128008675,0,33000000,720,0,82000,173000,tpc
8792,4.69,2.75,407,1,262,15.7,4.5,76.8,126787055,2074864,2313312,128008675,0,37000000,600,0,82000,172000,tpc
8793,4.87,2.82,407,2,262,15.3,4.5,77.1,126787055,2074864,2313312,128008675,0,34000000,420,0,88000,185000,tpc
8794,4.87,2.82,407,1,262,15.9,4.8,76.2,126785025,2075960,2314244,128008115,0,41000000,960,0,82000,174000,tpc
8795,4.87,2.82,407,4,261,15.6,4.6,76.8,126785025,2075960,2314244,128008115,0,35000000,480,0,83000,175000,tpc
8796,4.87,2.82,407,1,262,15.8,5.0,76.3,126785025,2075960,2314244,128008115,0,37000000,300,0,84000,177000,tpc
8797,4.87,2.82,407,2,262,16.2,5.1,75.7,126780105,2076180,2318948,128007485,0,35000000,660,0,84000,177000,tpc
8798,5.04,2.89,407,2,262,15.9,4.7,76.0,126780105,2076180,2318948,128007485,0,35000000,540,0,81000,172000,tpc
8799,5.04,2.89,407,1,262,16.0,4.6,76.3,126780105,2076180,2318948,128007485,0,41000000,420,0,84000,178000,tpc
8800,5.04,2.89,407,1,262,15.2,4.3,77.6,126779925,2076084,2319232,128007475,0,34000000,742,0,84000,176000,tpc
8801,5.04,2.89,407,1,262,14.8,4.7,78.0,126779925,2076084,2319232,128007475,0,37000000,720,0,86000,181000,tpc
8802,5.04,2.89,407,1,262,15.2,4.8,77.0,126779925,2076084,2319232,128007475,0,34000000,1020,0,87000,181000,tpc
8803,5.04,2.93,407,1,262,14.9,4.1,78.2,126775365,2076464,2323404,128007285,0,36000000,420,0,80000,168000,tpc
8804,5.04,2.93,407,1,262,15.7,4.7,76.2,126775365,2076464,2323404,128007285,0,33000000,982,0,81000,172000,tpc
8805,5.04,2.93,407,2,262,14.8,4.6,77.5,126775365,2076464,2323404,128007285,0,39000000,900,0,82000,172000,tpc
8806,5.04,2.93,407,2,262,14.7,4.0,78.1,126771665,2075808,2327760,128007905,0,35000000,1080,0,78000,166000,tpc
8807,5.04,2.93,407,1,262,15.1,4.5,77.1,126771665,2075808,2327760,128007905,0,37000000,300,0,85000,180000,tpc
8808,5.04,2.96,407,1,262,15.0,4.1,78.0,126771665,2075808,2327760,128007905,0,40000000,459,0,84000,175000,tpc
8809,5.04,2.96,407,2,261,14.3,4.7,77.8,126768505,2074424,2332304,128009165,16000,36000000,1702,0,82000,172000,tpc
8810,5.04,2.96,407,2,261,16.2,4.1,76.6,126768505,2074424,2332304,128009165,16000,37000000,1680,0,83000,176000,tpc
8811,5.04,2.96,407,1,262,16.3,4.5,76.3,126768505,2074424,2332304,128009165,0,37000000,1800,0,79000,166000,tpc
8812,5.04,2.96,407,1,262,16.0,5.4,75.3,126796435,2046084,2332712,128037375,0,37000000,1320,0,87000,177000,tpc
8813,4.95,2.98,407,1,262,15.5,4.9,76.5,126796435,2046084,2332712,128037375,0,37000000,862,0,81000,168000,tpc
8814,4.95,2.98,407,1,262,15.3,4.7,77.1,126796435,2046084,2332712,128037375,0,37000000,1020,0,84000,177000,tpc
8815,4.95,2.98,407,1,262,15.5,4.5,77.1,126860765,1976572,2337896,128107025,16000,36000000,1500,0,86000,182000,tpc
8816,4.95,2.98,407,1,262,14.8,4.3,78.1,126860765,1976572,2337896,128107025,32000,37000000,1080,0,97000,173000,tpc
8817,4.95,2.98,407,2,262,15.5,3.8,78.0,126860765,1976572,2337896,128107025,16000,35000000,360,0,84000,161000,tpc
8818,4.96,3.01,407,1,262,15.4,5.0,76.7,126859205,1977700,2338332,128105685,0,39000000,240,0,86000,168000,tpc
8819,4.96,3.01,407,1,262,15.8,4.6,76.5,126859205,1977700,2338332,128105685,0,37000000,360,0,81000,171000,tpc
8820,4.96,3.01,407,1,262,15.0,4.8,77.2,126859205,1977700,2338332,128105685,16000,35000000,540,0,80000,168000,tpc
8821,4.96,3.01,407,1,262,15.8,4.9,76.1,126853755,1977648,2343832,128105805,16000,37000000,420,0,81000,169000,tpc
8822,4.96,3.01,407,1,262,16.1,4.6,76.4,126853755,1977648,2343832,128105805,16000,34000000,240,0,85000,180000,tpc
8823,5.44,3.14,407,2,262,16.0,4.8,76.4,126854445,1976796,2343992,128106695,0,38000000,240,0,83000,172000,tpc
8824,5.44,3.14,407,1,262,16.2,4.5,76.3,126854445,1976796,2343992,128106695,32000,40000000,741,0,82000,172000,tpc
8825,5.44,3.14,407,1,262,14.8,4.6,77.6,126854445,1976796,2343992,128106695,32000,36000000,660,0,85000,178000,tpc
8826,5.44,3.14,407,1,262,15.5,4.2,77.2,126849045,1977876,2348312,128105625,0,37000000,420,0,85000,179000,tpc
8827,5.44,3.14,407,1,262,15.3,4.9,76.7,126849045,1977876,2348312,128105625,0,38000000,300,0,86000,181000,tpc
8828,5.33,3.16,407,1,262,16.2,4.5,76.4,126849045,1977876,2348312,128105625,16000,37000000,780,0,82000,173000,tpc
8829,5.33,3.16,407,2,262,16.1,4.4,76.2,126848785,1977780,2348664,128105585,0,41000000,180,0,78000,167000,tpc
8830,5.33,3.16,407,2,262,15.9,4.6,76.4,126848785,1977780,2348664,128105585,48000,37000000,180,0,82000,174000,tpc
8831,5.33,3.16,407,1,262,17.2,4.8,75.0,126848785,1977780,2348664,128105585,64000,34000000,300,0,82000,174000,tpc
8832,5.33,3.16,407,3,261,15.1,4.3,77.4,126842725,1978160,2354348,128104645,0,36000000,1644,0,81000,170000,tpc
8833,5.22,3.17,407,1,262,14.6,4.2,78.1,126842725,1978160,2354348,128104645,16000,38000000,540,0,87000,182000,tpc
8834,5.22,3.17,407,4,259,15.8,4.2,75.9,126842725,1978160,2354348,128104645,0,41000000,480,0,85000,181000,tpc
8835,5.22,3.17,407,2,262,13.0,4.4,66.4,126835605,1980552,2359072,128102805,0,38000000,360,0,86000,182000,tpc
8836,5.22,3.17,407,1,262,12.8,3.7,77.5,126835605,1980552,2359072,128102805,0,38000000,779,0,81000,170000,tpc
8837,5.22,3.17,407,1,262,14.2,4.5,78.3,126835605,1980552,2359072,128102805,0,36000000,1240,0,81000,171000,tpc
8838,5.2,3.2,406,1,262,16.4,5.1,75.4,126834445,1980696,2360084,128102835,112000,42000000,1244,296,83000,174000,tpc
8839,5.2,3.2,406,1,262,14.9,4.8,77.5,126834445,1980696,2360084,128102835,464000,34000000,4858,1691,71000,149000,tpc
8840,5.2,3.2,406,2,262,15.2,4.6,77.3,126834445,1980696,2360084,128102835,1036000,35000000,1828,6040,68000,146000,tpc
8841,5.2,3.2,406,1,262,15.9,4.8,75.8,126828445,1980496,2366288,128102005,16000,36000000,1104,0,78000,165000,tpc
8842,5.35,3.27,406,1,262,14.9,4.6,77.1,126828445,1980496,2366288,128102005,0,37000000,240,0,86000,181000,tpc
8843,5.35,3.27,406,1,262,15.0,4.5,77.8,126828445,1980496,2366288,128102005,0,37000000,442,0,81000,171000,tpc
8844,5.35,3.27,406,1,262,15.1,4.7,77.4,126828735,1980456,2366036,128102815,16000,41000000,600,0,81000,170000,tpc
8845,5.35,3.27,406,2,262,14.4,5.2,77.3,126828735,1980456,2366036,128102815,48000,37000000,480,66,81000,172000,tpc
8846,5.35,3.27,406,1,262,15.2,4.0,77.6,126828735,1980456,2366036,128102815,48000,37000000,486,66,80000,168000,tpc
8847,5.16,3.26,406,1,262,13.6,4.1,79.2,126823475,1981112,2370648,128101875,0,39000000,420,0,81000,171000,tpc
8848,5.16,3.26,406,1,262,16.7,4.2,75.5,126823475,1981112,2370648,128101875,16000,37000000,699,0,81000,170000,tpc
8849,5.16,3.26,406,2,262,15.1,4.5,77.1,126823475,1981112,2370648,128101875,32000,38000000,1306,0,80000,169000,tpc
8850,5.16,3.26,406,1,262,15.4,4.6,76.7,126817525,1982688,2375020,128100245,16000,40000000,1144,132,81000,170000,tpc
8851,5.16,3.26,406,1,262,14.5,4.3,78.1,126817525,1982688,2375020,128100245,32000,34000000,636,0,76000,160000,tpc
8852,5.14,3.29,406,1,262,15.8,4.8,76.3,126817525,1982688,2375020,128100245,0,39000000,1391,0,84000,177000,tpc
8853,5.14,3.29,406,1,262,14.2,4.6,77.9,126815345,1983676,2376212,128099345,0,37000000,622,0,80000,170000,tpc
8854,5.14,3.29,406,2,261,14.8,4.2,77.8,126815345,1983676,2376212,128099345,48000,37000000,420,0,80000,168000,tpc
8855,5.14,3.29,406,1,262,15.9,4.9,76.2,126815345,1983676,2376212,128099345,32000,41000000,360,0,82000,170000,tpc
8856,5.14,3.29,406,1,262,14.4,4.2,78.3,126811305,1983324,2380604,128099685,0,38000000,480,0,81000,171000,tpc
8857,5.13,3.32,406,1,262,14.1,4.8,77.9,126811305,1983324,2380604,128099685,16000,37000000,420,0,78000,165000,tpc
8858,5.13,3.32,406,1,262,15.9,5.0,76.0,126811305,1983324,2380604,128099685,32000,37000000,420,0,78000,164000,tpc
8859,5.13,3.32,406,1,262,15.7,4.7,76.7,126809825,1984672,2380732,128098355,80000,38000000,480,0,87000,176000,tpc
8860,5.13,3.32,406,1,262,14.1,4.0,78.2,126809825,1984672,2380732,128098355,16000,41000000,587,301,81000,169000,tpc
8861,5.13,3.32,406,1,262,14.8,4.6,77.2,126809825,1984672,2380732,128098355,16000,36000000,180,0,75000,157000,tpc
8862,5.36,3.4,406,2,262,15.4,4.4,77.0,126804565,1985448,2385220,128097505,0,37000000,960,0,85000,178000,tpc
8863,5.36,3.4,406,1,262,14.4,3.7,79.0,126804565,1985448,2385220,128097505,0,37000000,420,0,81000,170000,tpc
8864,5.36,3.4,406,2,262,14.9,4.4,77.8,126804565,1985448,2385220,128097505,32000,38000000,442,0,78000,165000,tpc
8865,5.36,3.4,406,1,262,14.6,4.8,77.2,126804145,1985296,2385796,128097285,80000,40000000,1044,0,76000,160000,tpc
