Average1,Average5,TasksTotal,TasksRuning,TasksSleeping,CpuUs,CpuSy,CpuId,MemFree,MemUsed,MemBuff,SwapAvail,DiskRead,DiskWrite,NetRead,NetWrite,SysInt,SysCsw,species
13.9,13.49,595,5,352,28.3,1,70.7,32329812,96991736,1848748,33101040,0,0,844,0,5340,2895,linpack
13.9,13.49,594,6,351,23.7,5.6,70.7,32329812,96991736,1848748,33101040,0,0,660,0,5306,2874,linpack
13.9,13.49,594,5,352,28.1,1.1,70.7,32329680,96991712,1848904,33101020,0,56000,420,0,5355,3014,linpack
13.9,13.49,594,5,352,28.8,0.9,70.3,32329680,96991712,1848904,33101020,0,0,780,0,5311,2879,linpack
13.9,13.49,594,5,352,25.7,3.5,70.7,32329680,96991712,1848904,33101020,0,0,900,0,5360,2913,linpack
13.91,13.49,594,5,352,23,4.5,72.4,32329812,96991376,1849104,33101416,0,0,781,0,5262,2832,linpack
13.91,13.49,595,5,352,18.9,1.8,79.4,32329812,96991376,1849104,33101416,0,0,780,0,5306,2970,linpack
13.91,13.49,595,5,352,28.4,0.9,70.8,32329812,96991376,1849104,33101416,0,16000,840,0,5286,2884,linpack
13.91,13.49,595,5,352,28.5,0.8,70.7,32329800,96991248,1849252,33101572,0,540000,1217,0,5273,2814,linpack
13.91,13.49,595,5,352,26.4,2.9,70.7,32329800,96991248,1849252,33101572,0,0,682,0,5200,2733,linpack
13.91,13.5,595,5,352,26.8,2.5,70.8,32329800,96991248,1849252,33101572,0,0,780,0,4084,2452,linpack
13.91,13.5,595,5,352,28.3,1,70.7,32329556,96991336,1849404,33101496,0,0,1019,0,5207,2811,linpack
13.91,13.5,595,5,352,28.1,1.1,70.7,32329556,96991336,1849404,33101496,0,0,960,0,5280,2873,linpack
13.91,13.5,595,5,352,21.8,7.5,70.7,32329744,96991048,1849504,33101740,0,28000,478,0,5274,2870,linpack
13.91,13.5,595,5,352,28.1,1.1,70.8,32329744,96991048,1849504,33101740,0,0,845,152,5369,3044,linpack
13.92,13.51,595,5,352,28.3,1,70.7,32329744,96991048,1849504,33101740,0,0,1079,0,5289,2879,linpack
13.92,13.51,595,5,352,28.2,1.1,70.7,32329488,96991136,1849672,33101652,0,0,904,87,5305,2904,linpack
13.92,13.51,595,5,352,21.9,7.3,70.8,32329488,96991136,1849672,33101652,0,0,1144,107,5260,2840,linpack
13.92,13.51,595,5,352,20.4,2.7,76.9,32329488,96991136,1849672,33101652,0,16000,724,0,5389,3057,linpack
13.92,13.51,595,5,352,26.1,1.1,72.9,32330108,96990368,1849820,33102444,0,512000,664,84,5387,2957,linpack
13.93,13.52,595,5,352,28.3,0.9,70.7,32330108,96990368,1849820,33102444,0,0,1046,0,5475,3043,linpack
13.93,13.52,595,5,352,28.4,0.9,70.7,32330108,96990368,1849820,33102444,0,0,742,0,5230,2798,linpack
13.93,13.52,595,5,352,26.1,3.2,70.7,32329976,96990288,1850036,33102528,0,0,840,0,5398,3026,linpack
13.93,13.52,595,5,352,28.1,1.1,70.7,32329976,96990288,1850036,33102528,0,32000,1139,0,3748,2184,linpack
13.93,13.53,595,5,352,28.3,1,70.7,32329976,96990288,1850036,33102528,0,0,682,0,5271,2819,linpack
13.93,13.53,595,5,352,28.2,1,70.7,32329864,96990256,1850180,33102528,0,0,1469,0,5274,2863,linpack
13.93,13.53,595,5,352,23.3,6,70.7,32329864,96990256,1850180,33102528,0,0,856,0,5367,3045,linpack
13.93,13.53,595,5,352,28.1,1.1,70.7,32329864,96990256,1850180,33102528,0,0,300,0,5264,2809,linpack
13.93,13.53,595,5,352,28.2,1.1,70.7,32329732,96990224,1850344,33102620,0,16000,1440,0,5438,2989,linpack
13.94,13.54,595,5,352,24.3,5,70.8,32329732,96990224,1850344,33102620,0,564000,1323,0,5368,2919,linpack
13.94,13.54,595,5,352,22.4,6.9,70.7,32329732,96990224,1850344,33102620,0,0,1175,169,5427,3076,linpack
13.94,13.54,595,5,352,21.5,1.3,77.2,32330100,96989712,1850484,33103156,0,0,903,0,5312,2864,linpack
13.94,13.54,595,5,352,28.6,0.7,70.7,32330100,96989712,1850484,33103156,0,0,720,0,5319,2891,linpack
13.94,13.54,595,5,352,28.4,0.8,70.7,32330100,96989712,1850484,33103156,0,44000,804,0,5228,2802,linpack
13.94,13.54,595,5,352,26,3.2,70.7,32329984,96989672,1850640,33103156,0,0,720,0,5345,2989,linpack
13.94,13.54,595,5,352,27,2.2,70.7,32329984,96989672,1850640,33103156,0,0,600,0,5280,2800,linpack
13.94,13.54,595,5,352,28.5,0.7,70.7,32329984,96989672,1850640,33103156,0,0,600,0,3983,2268,linpack
13.94,13.54,595,5,352,28.6,0.7,70.7,32329852,96989640,1850804,33103192,0,0,540,0,5270,2828,linpack
13.94,13.54,595,5,352,26.4,2.9,70.7,32329852,96989640,1850804,33103192,0,16000,480,0,5340,2976,linpack
13.95,13.55,595,5,352,28.3,1,70.7,32329852,96989640,1850804,33103192,0,580000,899,0,5305,2890,linpack
13.95,13.55,595,5,352,28.5,0.8,70.7,32329728,96989616,1850956,33103236,0,0,664,0,5335,2890,linpack
13.95,13.55,595,5,352,27.1,2.1,70.8,32329728,96989616,1850956,33103236,0,0,724,0,5311,2844,linpack
13.95,13.55,595,5,352,24.8,4.6,70.7,32329728,96989616,1850956,33103236,0,0,904,0,5383,3069,linpack
13.95,13.55,595,5,352,19.6,1.9,78.6,32329972,96989216,1851112,33103608,0,40000,986,0,5361,2942,linpack
13.95,13.56,595,5,352,28.4,0.9,70.7,32329972,96989216,1851112,33103608,0,0,1204,0,5357,2904,linpack
13.95,13.56,595,5,352,28.6,0.7,70.7,32329972,96989216,1851112,33103608,0,0,1299,0,5367,2912,linpack
13.95,13.56,595,5,352,27.3,2,70.8,32329968,96989056,1851276,33103772,0,0,1020,0,5342,3012,linpack
13.95,13.56,595,5,352,26.2,3.1,70.7,32329968,96989056,1851276,33103772,0,0,1162,0,5341,2781,linpack
13.95,13.56,595,5,352,28.3,0.9,70.7,32329968,96989056,1851276,33103772,0,0,1380,0,5401,2953,linpack
13.96,13.57,595,5,352,28.4,0.8,70.7,32329900,96988976,1851420,33103872,0,16000,780,0,4256,2345,linpack
13.96,13.57,595,5,352,23.6,5.6,70.7,32329900,96988976,1851420,33103872,0,580000,1020,0,5513,3197,linpack
13.96,13.57,595,5,352,27.5,1.8,70.7,32329900,96988976,1851420,33103872,0,0,1080,0,5325,2883,linpack
13.96,13.57,595,5,352,28.2,1,70.8,32329780,96988944,1851572,33103920,0,0,1140,0,5262,2843,linpack
13.96,13.57,595,5,352,26.7,2.6,70.7,32329780,96988944,1851572,33103920,0,0,826,0,5300,2871,linpack
13.96,13.57,595,5,352,22.4,6.9,70.8,32329780,96988944,1851572,33103920,0,44000,784,0,5434,3100,linpack
13.96,13.57,595,5,352,18.2,1.9,79.9,32330280,96988288,1851724,33104532,0,0,904,0,5357,2902,linpack
13.96,13.57,595,5,352,28.4,0.8,70.8,32330280,96988288,1851724,33104532,0,0,1088,0,5369,2901,linpack
13.96,13.57,595,5,352,28.5,0.8,70.7,32330280,96988288,1851724,33104532,0,0,788,0,5355,2911,linpack
13.96,13.57,595,5,352,28.1,1.1,70.7,32330048,96988392,1851856,33104440,0,0,1328,0,5398,3044,linpack
14.04,13.6,595,5,352,27.4,1.9,70.7,32330048,96988392,1851856,33104440,0,16000,664,0,5268,2866,linpack
14.04,13.6,595,5,352,28.4,0.9,70.7,32330048,96988392,1851856,33104440,0,528000,844,0,5267,2797,linpack
14.04,13.6,595,5,352,28.9,0.8,70.4,32329928,96988352,1852012,33104432,0,0,802,0,4027,2277,linpack
14.04,13.6,595,5,352,25.8,3.5,70.7,32329928,96988352,1852012,33104432,0,0,682,0,5325,3007,linpack
14.04,13.61,595,5,352,27.8,1.4,70.7,32329928,96988352,1852012,33104432,0,0,1108,0,5329,2895,linpack
14.04,13.61,595,5,352,28.2,1.1,70.7,32329684,96988400,1852212,33104400,0,44000,660,0,5250,2855,linpack
14.04,13.61,595,5,352,27.8,1.4,70.7,32329684,96988400,1852212,33104400,0,0,781,0,5273,2831,linpack
14.04,13.61,595,5,352,21.8,7.1,71.1,32329684,96988400,1852212,33104400,0,276000,682,0,5342,3010,linpack
14.04,13.61,595,5,352,13.4,2.7,83.9,32330080,96987840,1852372,33104964,0,0,632,0,5319,2892,linpack
14.04,13.61,595,5,352,28.4,0.9,70.7,32330080,96987840,1852372,33104964,0,0,600,0,5369,2880,linpack
14.04,13.61,595,5,352,28.2,1.1,70.7,32330080,96987840,1852372,33104964,0,28000,1157,0,5451,2879,linpack
14.04,13.61,595,5,352,28.1,1.1,70.8,32329844,96987936,1852512,33104896,0,0,660,0,5418,3067,linpack
14.04,13.61,595,5,352,23.7,5.6,70.7,32329844,96987936,1852512,33104896,0,260000,420,0,5272,2839,linpack
14.04,13.61,595,5,352,28.4,0.8,70.7,32329844,96987936,1852512,33104896,0,0,720,0,5262,2824,linpack
14.03,13.62,595,5,352,28.4,0.8,70.7,32329844,96987784,1852668,33105068,0,0,600,0,4942,2618,linpack
14.03,13.62,595,5,352,27.8,1.4,70.8,32329844,96987784,1852668,33105068,0,28000,660,0,4169,2493,linpack
14.03,13.62,595,5,352,23.2,6,70.7,32329844,96987784,1852668,33105068,0,0,959,0,5271,2864,linpack
14.03,13.62,595,5,352,28.5,0.8,70.7,32329596,96987880,1852820,33104988,0,260000,600,0,5247,2821,linpack
14.03,13.62,595,5,352,28.4,0.9,70.7,32329596,96987880,1852820,33104988,0,0,720,0,5273,2850,linpack
14.03,13.63,595,5,352,24.8,4.4,70.7,32329596,96987880,1852820,33104988,0,0,892,172,5437,3072,linpack
14.03,13.63,595,5,352,17.2,4.1,78.7,32330464,96986864,1852972,33105972,0,28000,1019,0,5325,2884,linpack
14.03,13.63,595,5,352,25.8,0.9,73.3,32330464,96986864,1852972,33105972,0,0,420,0,5403,2979,linpack
14.03,13.63,595,5,352,28.3,0.9,70.7,32330464,96986864,1852972,33105972,0,0,720,0,5234,2835,linpack
14.03,13.63,595,5,352,28.4,0.9,70.7,32330092,96987024,1853176,33105824,0,0,742,0,5344,3030,linpack
14.03,13.63,595,5,352,25,4.3,70.7,32330092,96987024,1853176,33105824,0,0,2318,86,5429,2951,linpack
14.03,13.63,595,5,352,28.6,0.7,70.8,32330092,96987024,1853176,33105824,0,0,1492,0,5366,2921,linpack
14.03,13.63,595,5,352,28.2,1,70.7,32329980,96986992,1853328,33105880,0,20000,1094,209,5330,2918,linpack
14.03,13.63,595,5,352,28.3,1,70.7,32329980,96986992,1853328,33105880,0,568000,1209,0,3221,1960,linpack
14.03,13.63,595,5,352,22.6,6.6,70.7,32329980,96986992,1853328,33105880,0,0,600,0,5271,2853,linpack
14.03,13.64,595,5,352,28.4,0.9,70.7,32329856,96986960,1853484,33105924,0,0,1380,0,5369,2950,linpack
14.03,13.64,595,5,352,28.1,1.1,70.8,32329856,96986960,1853484,33105924,0,0,780,0,5270,2866,linpack
14.03,13.64,595,5,352,26.2,3.1,70.7,32329856,96986960,1853484,33105924,0,44000,540,0,5377,3016,linpack
14.03,13.64,595,5,352,21.8,7.4,70.8,32330348,96986288,1853660,33106580,0,0,300,0,5267,2847,linpack
14.03,13.64,595,5,352,20.3,1.6,78.1,32330348,96986288,1853660,33106580,0,280000,960,0,5393,2955,linpack
14.02,13.64,595,5,352,28.5,0.8,70.7,32330348,96986288,1853660,33106580,0,0,1344,0,5290,2818,linpack
14.02,13.64,595,5,352,28.4,0.8,70.7,32330232,96986256,1853804,33106576,0,0,1080,0,5319,2990,linpack
14.02,13.64,595,5,352,26.4,2.9,70.7,32330232,96986256,1853804,33106576,0,36000,900,0,5339,2912,linpack
14.02,13.64,595,5,352,28.2,1,70.7,32330232,96986256,1853804,33106576,0,0,1140,0,5331,2880,linpack
14.02,13.65,595,5,352,28.4,0.9,70.7,32330108,96986232,1853956,33106620,0,316000,780,0,5227,2757,linpack
14.02,13.65,595,5,352,28.6,0.7,70.7,32330108,96986232,1853956,33106620,0,0,540,0,5295,2997,linpack
14.02,13.65,595,5,352,24.8,4.4,70.8,32330108,96986232,1853956,33106620,0,0,724,0,3690,2057,linpack
14.02,13.65,595,5,352,28.1,1.2,70.7,32329984,96986208,1854108,33106668,0,28000,784,0,5301,2856,linpack
14.02,13.65,595,5,352,28.1,1.1,70.7,32329984,96986208,1854108,33106668,0,0,668,0,5285,2859,linpack
14.18,13.69,595,5,352,26.1,3.2,70.7,32329984,96986208,1854108,33106668,0,0,630,0,5335,2964,linpack
14.18,13.69,595,5,352,22.7,6.1,71.2,32331468,96984560,1854268,33108264,0,320000,1109,0,5299,2886,linpack
14.18,13.69,595,5,352,20.8,1.4,77.8,32331468,96984560,1854268,33108264,0,0,904,0,5324,2889,linpack
14.18,13.69,595,5,352,28.5,0.8,70.8,32331468,96984560,1854268,33108264,0,44000,1003,0,5344,2879,linpack
14.18,13.69,595,5,352,28.4,0.9,70.7,32330980,96984896,1854420,33107944,0,0,926,0,5400,3069,linpack
14.16,13.7,595,5,352,24.8,4.4,70.8,32330980,96984896,1854420,33107944,0,0,1046,0,5355,2914,linpack
14.16,13.7,595,5,352,28.3,1,70.7,32330980,96984896,1854420,33107944,0,328000,1264,0,5336,2876,linpack
14.16,13.7,595,5,352,28.6,0.6,70.7,32330848,96984872,1854576,33107984,0,0,1744,0,5327,2910,linpack
14.16,13.7,595,5,352,28.3,1,70.7,32330848,96984872,1854576,33107984,0,32000,1084,0,5337,3035,linpack
14.16,13.7,595,5,352,23.9,5.4,70.7,32330848,96984872,1854576,33107984,0,0,720,0,4686,2598,linpack
14.15,13.7,595,5,352,28.4,0.8,70.7,32330944,96984624,1854728,33108248,0,0,1140,0,4871,2684,linpack
14.15,13.7,595,5,352,28.4,0.9,70.7,32330944,96984624,1854728,33108248,0,0,1200,0,5354,2906,linpack
14.15,13.7,595,5,352,26.5,2.7,70.8,32330944,96984624,1854728,33108248,0,276000,1140,0,5363,3006,linpack
14.15,13.7,595,5,352,21.9,5.6,72.5,32331944,96983480,1854872,33109304,0,44000,720,0,5299,2864,linpack
14.15,13.7,595,5,352,21.7,1.6,76.7,32331944,96983480,1854872,33109304,0,0,720,0,5291,2861,linpack
14.14,13.71,595,5,352,28.4,0.8,70.8,32331944,96983480,1854872,33109304,0,0,660,0,5215,2780,linpack
14.14,13.71,595,5,352,28.4,0.9,70.7,32331468,96983808,1855016,33108996,0,0,1200,0,5370,3048,linpack
14.14,13.71,595,5,352,25.2,4.1,70.7,32331468,96983808,1855016,33108996,0,0,720,0,5299,2864,linpack
14.14,13.71,595,5,352,29,0.9,70.2,32331468,96983808,1855016,33108996,0,324000,780,0,5320,2851,linpack
14.14,13.71,595,5,352,28.2,1,70.8,32331348,96983736,1855212,33109144,0,28000,982,0,5346,2922,linpack
14.13,13.71,595,5,352,28.3,1.1,70.7,32331348,96983736,1855212,33109144,0,0,1492,0,5367,3043,linpack
14.13,13.71,595,5,352,22.7,6.5,70.8,32331348,96983736,1855212,33109144,0,0,720,0,5367,2907,linpack
14.13,13.71,595,5,352,28.5,0.8,70.7,32331104,96983824,1855372,33109096,0,0,900,0,4133,2309,linpack
14.13,13.71,595,5,352,28.1,1.2,70.7,32331104,96983824,1855372,33109096,0,220000,1021,0,5256,2826,linpack
14.13,13.71,595,5,352,25.8,3.5,70.8,32331104,96983824,1855372,33109096,0,28000,1295,169,5385,3051,linpack
14.12,13.72,595,5,352,18,5.8,76.2,32331628,96983152,1855520,33109732,0,0,660,0,5271,2867,linpack
14.12,13.72,595,5,352,26.2,1,72.8,32331628,96983152,1855520,33109732,0,0,660,0,5287,2837,linpack
14.12,13.72,595,5,352,28.4,0.9,70.7,32331628,96983152,1855520,33109732,0,0,1037,0,5260,2841,linpack
14.12,13.72,595,5,352,28.5,0.8,70.7,32331512,96983112,1855672,33109784,0,260000,900,0,5421,3070,linpack
14.12,13.72,595,5,352,25.8,3.4,70.8,32331512,96983112,1855672,33109784,0,28000,900,0,5253,2838,linpack
14.19,13.74,595,5,352,28.2,1.1,70.7,32331512,96983112,1855672,33109784,0,0,1143,0,5275,2859,linpack
14.19,13.74,595,5,352,28.3,0.9,70.7,32331472,96983000,1855824,33109912,0,0,720,0,5290,2858,linpack
14.19,13.74,595,5,352,28,1.3,70.7,32331472,96983000,1855824,33109912,0,0,780,0,5338,2987,linpack
14.19,13.74,595,5,352,24.7,4.6,70.7,32331472,96983000,1855824,33109912,0,260000,1020,0,5328,2857,linpack
14.17,13.74,595,5,352,28.1,1.2,70.7,32331340,96982976,1855980,33109892,0,28000,840,0,4093,2325,linpack
14.17,13.74,595,5,352,28.4,0.9,70.7,32331340,96982976,1855980,33109892,0,0,908,0,5290,2885,linpack
14.17,13.74,595,5,352,22.8,6.4,70.7,32331340,96982976,1855980,33109892,0,0,1084,0,5374,3023,linpack
14.17,13.74,595,5,352,16.7,4.2,79.1,32331832,96982288,1856180,33110636,0,0,1503,243,5289,2881,linpack
14.17,13.74,595,5,352,27.5,1,71.5,32331832,96982288,1856180,33110636,0,260000,840,0,5561,3114,linpack
14.16,13.75,595,5,352,28.5,0.8,70.7,32331832,96982288,1856180,33110636,0,32000,900,0,5317,2855,linpack
14.16,13.75,595,5,352,28.4,0.9,70.7,32331704,96982256,1856340,33110620,0,0,904,0,5407,3080,linpack
14.16,13.75,595,5,352,24.8,4.4,70.7,32331704,96982256,1856340,33110620,0,0,764,0,5301,2890,linpack
14.16,13.75,595,5,352,28.4,0.8,70.7,32331704,96982256,1856340,33110620,0,0,959,0,5283,2824,linpack
14.16,13.75,595,5,352,28.4,0.8,70.7,32331580,96982224,1856492,33110664,0,312000,819,0,5353,2919,linpack
14.15,13.75,595,5,352,27.6,1.7,70.7,32331580,96982224,1856492,33110664,0,44000,1364,0,5341,3035,linpack
14.15,13.75,595,5,352,25.8,3.5,70.7,32331580,96982224,1856492,33110664,0,0,1248,0,5259,2797,linpack
14.15,13.75,595,5,352,28.6,0.7,70.8,32331332,96982320,1856640,33110584,0,0,1804,0,4187,2411,linpack
14.15,13.75,595,5,352,28.5,0.8,70.7,32331332,96982320,1856640,33110584,0,0,900,0,5259,2843,linpack
14.15,13.75,595,5,352,24.4,3.4,72.3,32331332,96982320,1856640,33110584,0,276000,904,0,5365,3035,linpack
13.33,13.59,595,5,352,16.1,2.2,81.7,32331828,96981664,1856804,33111196,0,40000,660,0,5243,2820,linpack
13.33,13.59,595,6,351,28.3,1,70.7,32331828,96981664,1856804,33111196,0,0,1199,0,5220,2794,linpack
13.33,13.59,595,5,352,28.4,0.7,70.8,32331828,96981664,1856804,33111196,0,0,1044,0,5270,2851,linpack
13.33,13.59,595,5,352,28.7,0.6,70.7,32331620,96981728,1856948,33111156,0,0,780,0,5322,2997,linpack
13.33,13.59,595,5,352,26.3,3,70.8,32331620,96981728,1856948,33111156,0,0,540,0,5204,2789,linpack
13.39,13.6,595,5,352,28.2,1.1,70.7,32331620,96981728,1856948,33111156,0,0,660,0,5312,2858,linpack
13.39,13.6,595,5,352,28.1,1.1,70.7,32331504,96981680,1857108,33111208,0,16000,600,0,5216,2788,linpack
13.39,13.6,595,5,352,23.2,6.2,70.7,32331504,96981680,1857108,33111208,0,0,420,0,5280,2957,linpack
13.39,13.6,595,5,352,28.2,1,70.8,32331504,96981680,1857108,33111208,0,0,442,0,5210,2765,linpack
13.39,13.6,595,5,352,28.1,1.2,70.7,32331268,96981776,1857252,33111136,0,584000,840,0,4337,2429,linpack
13.44,13.6,595,5,352,28.2,1.1,70.8,32331268,96981776,1857252,33111136,0,0,780,0,4927,2649,linpack
13.44,13.6,595,5,352,19.5,9.7,70.7,32331268,96981776,1857252,33111136,0,44000,900,0,5431,3107,linpack
13.44,13.6,595,5,352,20.1,2.2,77.6,32331652,96981232,1857408,33111632,0,0,622,0,5321,2885,linpack
13.44,13.6,595,5,352,28.6,0.7,70.7,32331652,96981232,1857408,33111632,0,0,540,0,5295,2837,linpack
13.44,13.6,595,5,352,28.4,0.8,70.7,32331652,96981232,1857408,33111632,0,0,1059,0,5347,2906,linpack
13.48,13.61,595,5,352,28.2,1.1,70.7,32331520,96981208,1857568,33111668,0,0,1200,0,5377,3051,linpack
13.48,13.61,595,5,352,25.2,4.1,70.7,32331520,96981208,1857568,33111668,0,16000,1380,0,5268,2839,linpack
13.48,13.61,595,5,352,28.7,0.6,70.7,32331520,96981208,1857568,33111668,0,0,1139,0,5388,2944,linpack
13.48,13.61,595,5,352,28.5,0.7,70.8,32331400,96981176,1857720,33111716,0,0,1440,0,5323,2873,linpack
13.52,13.62,595,5,352,26.6,2.6,70.8,32331400,96981176,1857720,33111716,0,0,1680,0,5413,3096,linpack
13.52,13.62,595,5,352,28.1,1.1,70.7,32331400,96981176,1857720,33111716,0,540000,2280,0,5328,2873,linpack
13.52,13.62,595,5,352,28.6,0.6,70.7,32331280,96981144,1857872,33111708,0,44000,1920,0,3859,2166,linpack
13.52,13.62,595,5,352,27.8,1.5,70.7,32331280,96981144,1857872,33111708,0,0,1740,0,4701,2546,linpack
13.52,13.62,595,5,352,20,4.8,75.2,32331280,96981144,1857872,33111708,0,0,1620,0,5354,3041,linpack
13.56,13.62,595,5,352,25.9,1,73.2,32331772,96980496,1858028,33112368,0,0,1504,0,5316,2889,linpack
13.56,13.62,595,5,352,28.4,0.8,70.8,32331772,96980496,1858028,33112368,0,0,1444,0,5266,2833,linpack
13.56,13.62,595,5,352,28.5,0.7,70.7,32331772,96980496,1858028,33112368,0,16000,844,0,5294,2857,linpack
13.56,13.62,595,5,352,26,3.8,70.2,32331668,96980464,1858164,33112432,0,0,1084,0,5441,3090,linpack
13.56,13.62,595,5,352,28.3,1,70.7,32331668,96980464,1858164,33112432,0,0,604,0,5303,2880,linpack
13.6,13.63,595,5,352,28.3,1,70.7,32331668,96980464,1858164,33112432,0,0,579,0,5269,2829,linpack
13.6,13.63,595,5,352,25.9,3.3,70.7,32331436,96980496,1858364,33112312,0,580000,480,0,5261,2836,linpack
13.6,13.63,595,5,352,25.3,4,70.7,32331436,96980496,1858364,33112312,0,28000,600,0,5317,2999,linpack
13.6,13.63,595,5,352,28.4,0.9,70.8,32331436,96980496,1858364,33112312,0,0,1401,155,5260,2830,linpack
13.6,13.63,595,5,352,28.3,0.9,70.7,32331320,96980448,1858528,33112364,0,0,562,0,5468,2864,linpack
13.63,13.64,595,5,352,22.9,6.4,70.7,32331320,96980448,1858528,33112364,0,0,759,0,4143,2255,linpack
13.63,13.64,595,5,352,16.3,2.8,81,32331320,96980448,1858528,33112364,0,0,660,0,5361,3027,linpack
13.63,13.64,595,5,352,28.5,0.8,70.7,32331856,96979768,1858672,33113080,0,16000,862,0,5305,2892,linpack
13.63,13.64,595,5,352,28.5,0.8,70.7,32331856,96979768,1858672,33113080,0,0,742,0,5261,2841,linpack
13.63,13.64,595,5,352,28.5,0.8,70.7,32331856,96979768,1858672,33113080,0,0,600,0,5299,2854,linpack
13.66,13.64,595,5,352,26.2,3.1,70.7,32331608,96979856,1858832,33112944,0,0,977,0,5382,3036,linpack
13.66,13.64,595,5,352,28.2,1.1,70.7,32331608,96979856,1858832,33112944,0,0,780,0,5241,2806,linpack
13.66,13.64,595,5,352,28.3,1,70.7,32331608,96979856,1858832,33112944,0,536000,720,0,5332,2895,linpack
13.66,13.64,595,5,352,24.1,5.1,70.7,32331484,96979824,1858984,33112988,0,0,660,0,5285,2810,linpack
13.66,13.64,595,5,352,28.2,1.1,70.7,32331484,96979824,1858984,33112988,0,0,660,0,5309,2978,linpack
13.69,13.65,595,5,352,28.2,1,70.7,32331484,96979824,1858984,33112988,0,0,840,0,5302,2882,linpack
13.69,13.65,595,5,352,28.3,1,70.7,32331368,96979800,1859128,33113040,0,0,1584,0,4915,2712,linpack
13.69,13.65,595,5,352,21,8.3,70.7,32331368,96979800,1859128,33113040,0,0,982,0,4637,2568,linpack
13.69,13.65,595,5,352,20,2,78,32331368,96979800,1859128,33113040,0,16000,840,0,5366,3011,linpack
13.69,13.65,595,5,352,28.5,0.8,70.7,32331740,96979216,1859336,33113636,0,0,900,0,5296,2872,linpack
13.71,13.65,595,5,352,28.3,0.9,70.8,32331740,96979216,1859336,33113636,0,0,1464,0,5528,3060,linpack
13.71,13.65,595,5,352,26.5,2.8,70.7,32331740,96979216,1859336,33113636,0,0,922,0,5269,2858,linpack
13.71,13.65,595,5,352,27.6,1.7,70.8,32331496,96979312,1859492,33113504,0,0,1704,0,5434,3107,linpack
13.71,13.65,595,5,352,28.3,1,70.7,32331496,96979312,1859492,33113504,0,20000,1595,0,5301,2881,linpack
13.71,13.65,595,5,352,28.3,1,70.7,32331496,96979312,1859492,33113504,0,0,1736,0,5363,2920,linpack
13.74,13.66,595,5,352,23.4,5.9,70.7,32331380,96979280,1859636,33113556,0,0,1031,0,5346,2925,linpack
13.74,13.66,595,5,352,28.2,1.1,70.7,32331380,96979280,1859636,33113556,0,0,1036,0,5400,3067,linpack
13.74,13.66,595,6,351,28.4,0.9,70.7,32331380,96979280,1859636,33113556,0,0,1319,0,5258,2807,linpack
13.74,13.66,595,5,352,26.7,2.5,70.7,32331260,96979240,1859796,33113604,0,864000,2768,0,4515,2573,linpack
12.96,13.5,595,5,352,17.2,6,76.7,32331260,96979240,1859796,33113604,0,0,1020,0,4701,2593,linpack
12.96,13.5,595,5,352,26.8,1,72.2,32331260,96979240,1859796,33113604,0,0,958,0,5455,3149,linpack
12.96,13.5,595,5,352,28.3,1,70.8,32331756,96978592,1859952,33114260,0,0,1325,194,5388,2952,linpack
12.96,13.5,595,5,352,28.3,0.9,70.7,32331756,96978592,1859952,33114260,0,0,1464,54,5324,2885,linpack
12.96,13.5,595,5,352,24.5,4.8,70.7,32331756,96978592,1859952,33114260,0,44000,1224,0,5333,2894,linpack
13.04,13.51,595,5,352,28.5,0.8,70.7,32331632,96978560,1860100,33114248,0,0,1020,0,5451,3073,linpack
13.04,13.51,595,5,352,28.2,1,70.7,32331632,96978560,1860100,33114248,0,0,1199,0,5409,2891,linpack
13.04,13.51,595,5,352,26.3,3,70.7,32331632,96978560,1860100,33114248,0,0,1204,42,5349,2908,linpack
13.04,13.51,595,5,352,25,4.3,70.7,32331388,96978656,1860252,33114116,0,0,604,0,5259,2829,linpack
13.04,13.51,595,5,352,28.6,0.7,70.7,32331388,96978656,1860252,33114116,0,576000,784,0,5408,3063,linpack
13.12,13.52,595,5,352,28,1.3,70.7,32331388,96978656,1860252,33114116,0,0,664,0,5257,2803,linpack
13.12,13.52,595,5,352,22.7,6.5,70.8,32331264,96978624,1860404,33114160,0,0,544,0,5240,2868,linpack
13.12,13.52,595,5,352,18.7,2,79.2,32331264,96978624,1860404,33114160,0,0,420,0,4183,2283,linpack
13.12,13.52,595,5,352,28.5,0.7,70.7,32331264,96978624,1860404,33114160,0,0,755,169,5391,3040,linpack
13.12,13.52,595,5,352,28.6,0.6,70.7,32331528,96978208,1860560,33114540,0,20000,806,0,5274,2871,linpack
13.19,13.52,595,5,352,27,2.2,70.8,32331528,96978208,1860560,33114540,0,0,1646,0,5391,2903,linpack
13.19,13.52,595,5,352,27.6,1.7,70.7,32331528,96978208,1860560,33114540,0,0,1483,0,5399,2946,linpack
13.19,13.52,595,5,352,28.2,1,70.7,32331404,96978184,1860708,33114584,0,0,1564,0,5426,3097,linpack
13.19,13.52,595,5,352,28.4,0.9,70.7,32331404,96978184,1860708,33114584,0,0,866,0,5327,2881,linpack
13.19,13.52,595,5,352,23.4,5.8,70.8,32331284,96978200,1860812,33114576,0,632000,2566,0,5444,2996,linpack
13.25,13.53,595,5,352,28.3,1,70.7,32331284,96978200,1860812,33114576,0,0,1440,0,5285,2838,linpack
