Average1,Average5,TasksTotal,TasksRuning,TasksSleeping,CpuUs,CpuSy,CpuId,MemFree,MemUsed,MemBuff,SwapAvail,DiskRead,DiskWrite,NetRead,NetWrite,SysInt,SysCsw,species
14,13.95,595,5,352,28.3,1,70.8,32367032,96863496,1939768,33228776,0,276000,742,0,5416,3119,linpack
14,13.95,595,5,352,27.7,1.6,70.7,32367032,96863496,1939768,33228776,0,28000,1139,0,5319,2931,linpack
14,13.95,595,5,352,28.1,1,70.9,32367032,96863496,1939768,33228776,0,0,1006,0,5314,2869,linpack
14,13.95,595,5,352,28.5,0.7,70.7,32367532,96862848,1939920,33229388,0,0,622,0,5270,2831,linpack
14,13.95,595,6,351,28,1.3,70.7,32367532,96862848,1939920,33229388,0,0,742,0,5442,3067,linpack
14,13.95,595,5,352,24.8,1.7,73.6,32367532,96862848,1939920,33229388,0,264000,600,0,5219,2835,linpack
14,13.96,595,5,352,28.7,0.6,70.7,32367904,96862320,1940076,33229976,0,32000,600,0,5254,2821,linpack
14,13.96,595,5,352,28.3,1,70.7,32367904,96862320,1940076,33229976,0,0,1081,0,5307,2884,linpack
14,13.96,595,5,352,28.4,0.8,70.7,32367904,96862320,1940076,33229976,0,0,1415,169,5470,3130,linpack
14,13.96,595,5,352,27.8,1.5,70.7,32368304,96861760,1940232,33230544,0,0,1079,0,5132,2786,linpack
14,13.96,595,5,352,28.6,0.6,70.7,32368304,96861760,1940232,33230544,0,264000,840,0,5363,2936,linpack
14.08,13.97,595,5,352,28.1,1.1,70.8,32368304,96861760,1940232,33230544,0,28000,900,0,5296,2874,linpack
14.08,13.97,595,5,352,24.9,1.7,73.4,32368840,96861072,1940388,33231256,0,0,480,0,5447,3104,linpack
14.08,13.97,595,5,352,28.6,0.6,70.7,32368840,96861072,1940388,33231256,0,0,600,0,5241,2869,linpack
14.08,13.97,595,5,352,27.8,1.4,70.8,32368840,96861072,1940388,33231256,0,0,1080,0,5272,2845,linpack
14.07,13.97,595,5,352,27.9,1.4,70.7,32443164,96786592,1940536,33305700,0,308000,600,0,5208,2785,linpack
14.07,13.97,595,5,352,27.8,1.5,70.7,32443164,96786592,1940536,33305700,0,28000,540,0,5321,2933,linpack
14.07,13.97,595,5,352,28.9,0.8,70.4,32443164,96786592,1940536,33305700,0,0,720,0,5162,2869,linpack
14.07,13.97,595,5,352,28.4,0.9,70.8,32369048,96860512,1940740,33231808,0,0,960,0,5292,2886,linpack
14.07,13.97,595,5,352,25.6,2,72.4,32369048,96860512,1940740,33231808,0,0,780,0,5344,2826,linpack
14.07,13.97,595,5,352,28.5,0.7,70.8,32369048,96860512,1940740,33231808,0,0,480,0,5464,3019,linpack
14.07,13.97,595,5,352,27.7,1.6,70.7,32369296,96860104,1940896,33232204,0,288000,622,0,5383,3010,linpack
14.07,13.97,595,5,352,27,2.2,70.7,32369296,96860104,1940896,33232204,0,0,600,0,5387,2964,linpack
14.07,13.97,595,5,352,28.5,0.8,70.7,32369296,96860104,1940896,33232204,0,0,1020,0,5309,2910,linpack
14.07,13.97,595,5,352,27.3,2,70.7,32369548,96859696,1941052,33232624,0,0,660,0,5462,3129,linpack
14.06,13.97,595,5,352,28,1.3,70.7,32369548,96859696,1941052,33232624,0,0,1161,0,5315,2905,linpack
14.06,13.97,595,5,352,27,2.3,70.7,32369920,96859216,1941156,33233112,0,392000,660,0,5302,2896,linpack
14.06,13.97,595,5,352,28.6,0.7,70.7,32369920,96859216,1941156,33233112,0,0,1376,0,5302,2892,linpack
14.06,13.97,595,5,352,28.2,1,70.7,32369920,96859216,1941156,33233112,0,0,1096,0,5355,3034,linpack
14.06,13.97,595,5,352,27.4,1.9,70.7,32370432,96858552,1941312,33233792,0,0,1560,0,5207,2872,linpack
14.06,13.97,595,5,352,28.6,0.7,70.7,32370432,96858552,1941312,33233792,0,0,2860,0,5418,2947,linpack
14.06,13.97,595,5,352,28,1.2,70.8,32370432,96858552,1941312,33233792,0,44000,900,54,5314,2891,linpack
14.06,13.97,595,5,352,27.4,1.9,70.7,32370308,96858528,1941464,33233780,0,276000,1020,0,5527,3178,linpack
14.06,13.97,595,5,352,28.1,1.1,70.8,32370308,96858528,1941464,33233780,0,0,720,0,5227,2790,linpack
14.06,13.97,595,5,352,28,1.4,70.6,32370308,96858528,1941464,33233780,0,0,1020,0,5283,2863,linpack
14.05,13.98,595,5,352,27.7,1.6,70.7,32370696,96857984,1941620,33234280,0,0,900,0,5242,2811,linpack
14.05,13.98,595,5,352,26.8,2.5,70.7,32370696,96857984,1941620,33234280,0,0,1344,0,4871,2824,linpack
14.05,13.98,595,5,352,28.4,1,70.7,32370696,96857984,1941620,33234280,0,28000,780,0,5296,2892,linpack
14.05,13.98,595,5,352,27.7,1.5,70.7,32370944,96857520,1941832,33234756,0,308000,1080,0,5330,2917,linpack
14.05,13.98,595,5,352,28,1.4,70.7,32370944,96857520,1941832,33234756,0,0,900,0,5246,2814,linpack
14.05,13.98,595,5,352,28.5,0.7,70.7,32370944,96857520,1941832,33234756,0,0,1162,0,5387,3090,linpack
14.05,13.98,595,5,352,28.2,1.1,70.8,32370700,96857608,1941988,33234680,0,0,960,0,5354,2913,linpack
14.05,13.98,595,5,352,27.7,1.6,70.7,32370700,96857608,1941988,33234680,0,28000,960,0,5337,2901,linpack
14.05,13.98,595,5,352,28.6,0.7,70.7,32370700,96857608,1941988,33234680,0,0,960,0,5293,2841,linpack
14.04,13.98,595,5,352,27.8,1.5,70.7,32370948,96857200,1942144,33235044,0,320000,1184,0,5493,3159,linpack
14.04,13.98,595,5,352,27.6,1.6,70.7,32370948,96857200,1942144,33235044,0,0,780,0,5298,2876,linpack
14.04,13.98,595,5,352,28.6,0.7,70.6,32370948,96857200,1942144,33235044,0,0,1080,0,5338,2882,linpack
14.04,13.98,595,5,352,28,1.2,70.8,32371568,96856416,1942308,33235832,0,44000,819,0,5361,2945,linpack
14.04,13.98,595,5,352,28.5,1,70.6,32371568,96856416,1942308,33235832,0,0,922,0,5492,3162,linpack
14.04,13.98,595,5,352,26.3,1.2,72.4,32371568,96856416,1942308,33235832,0,276000,1680,0,5298,2869,linpack
14.04,13.98,595,5,352,28.5,0.8,70.7,32371684,96856112,1942496,33236136,0,0,1560,0,5366,2940,linpack
14.04,13.98,595,5,352,28.1,1.1,70.7,32371684,96856112,1942496,33236136,0,0,964,0,5326,2907,linpack
14.04,13.98,595,5,352,28,1.3,70.8,32371684,96856112,1942496,33236136,0,28000,1084,0,5458,3205,linpack
14.04,13.98,595,5,352,28.7,0.5,70.7,32372188,96855456,1942656,33236752,0,0,1024,0,5284,2862,linpack
14.04,13.98,595,5,352,28.1,1.1,70.7,32372188,96855456,1942656,33236752,0,272000,1324,0,5298,2889,linpack
14.04,13.98,595,6,351,25.4,1.7,72.9,32372188,96855456,1942656,33236752,0,0,964,0,5244,2877,linpack
14.04,13.98,595,5,352,28.5,0.8,70.7,32372436,96855048,1942812,33237168,0,0,1260,0,5376,3026,linpack
14.04,13.98,595,5,352,27.8,1.4,70.7,32372436,96855048,1942812,33237168,0,44000,964,0,5272,2870,linpack
14.04,13.98,595,5,352,27.3,1.9,70.7,32372436,96855048,1942812,33237168,0,0,1144,0,5269,2849,linpack
14.03,13.98,595,5,352,28.6,0.7,70.7,32373060,96854272,1942964,33237968,0,276000,1384,0,5444,3007,linpack
14.03,13.98,595,5,352,28,1.2,70.7,32373060,96854272,1942964,33237968,0,0,926,0,5420,3056,linpack
14.03,13.98,595,5,352,27.3,2,70.7,32373060,96854272,1942964,33237968,0,0,1503,0,5328,2841,linpack
14.03,13.98,595,5,352,28.6,0.6,70.8,32373556,96853616,1943120,33238632,0,28000,1320,0,5358,2925,linpack
14.03,13.98,595,5,352,27.5,1.8,70.7,32373556,96853616,1943120,33238632,0,0,1200,0,5364,2981,linpack
14.03,13.98,595,5,352,27.1,2,71,32373556,96853616,1943120,33238632,0,264000,1253,155,5381,3011,linpack
14.03,13.98,595,5,352,28.7,0.6,70.7,32374304,96852712,1943280,33239492,0,0,1019,0,5290,2870,linpack
14.03,13.98,595,5,352,27.9,1.4,70.8,32374304,96852712,1943280,33239492,0,0,1468,0,5329,2961,linpack
14.03,13.98,595,5,352,27.4,1.8,70.7,32374304,96852712,1943280,33239492,0,32000,1243,0,5232,2837,linpack
14.03,13.98,595,5,352,28.5,0.7,70.8,32374804,96852056,1943436,33240160,0,0,1328,0,5355,2993,linpack
14.03,13.98,595,5,352,28,1.2,70.8,32374804,96852056,1943436,33240160,0,264000,1088,0,5270,2876,linpack
14.03,13.98,595,5,352,27.7,1.6,70.7,32374804,96852056,1943436,33240160,0,0,784,0,4896,2740,linpack
14.03,13.98,595,5,352,28.6,0.6,70.8,32375184,96851520,1943588,33240656,0,0,848,0,5305,2886,linpack
14.03,13.98,595,5,352,27.7,1.6,70.7,32375184,96851520,1943588,33240656,0,0,660,0,5411,3065,linpack
14.03,13.98,595,5,352,27.3,1.9,70.8,32375184,96851520,1943588,33240656,0,28000,1179,0,5311,2863,linpack
14.02,13.98,595,5,352,28.5,0.8,70.7,32375556,96850992,1943744,33241172,0,0,1060,0,5402,2984,linpack
14.02,13.98,595,5,352,28.3,1.4,70.4,32375556,96850992,1943744,33241172,0,260000,1180,0,5313,2917,linpack
14.02,13.98,595,5,352,27.6,1.7,70.7,32375556,96850992,1943744,33241172,0,0,1360,0,5508,3083,linpack
14.02,13.98,595,5,352,28.6,0.7,70.7,32375680,96850664,1943952,33241524,0,0,1336,0,4981,2791,linpack
14.02,13.98,595,5,352,27.8,1.5,70.7,32375680,96850664,1943952,33241524,0,28000,960,0,5298,2883,linpack
14.1,14,595,5,352,27.4,1.8,70.7,32375680,96850664,1943952,33241524,0,0,636,0,5278,2862,linpack
14.1,14,595,5,352,28.2,1.1,70.7,32376176,96850016,1944108,33242164,0,260000,876,0,5455,3081,linpack
14.1,14,595,5,352,28.1,1.1,70.7,32376176,96850016,1944108,33242164,0,0,1198,0,5355,2945,linpack
14.1,14,595,5,352,27.7,1.6,70.7,32376176,96850016,1944108,33242164,0,0,996,0,5387,2958,linpack
14.09,14,595,5,352,28.6,0.7,70.7,32376548,96849488,1944264,33242732,0,32000,1032,0,5261,2841,linpack
14.09,14,595,5,352,27.9,1.4,70.7,32376548,96849488,1944264,33242732,0,0,840,0,5326,3028,linpack
14.09,14,595,5,352,27.9,1.4,70.7,32376548,96849488,1944264,33242732,0,360000,1124,0,5219,2886,linpack
14.09,14,595,5,352,28.6,0.7,70.7,32377068,96848816,1944416,33243368,0,0,780,0,5257,2789,linpack
14.09,14,595,5,352,28.4,0.8,70.8,32377068,96848816,1944416,33243368,0,0,1136,0,5243,2786,linpack
14.09,14,595,5,352,27,1.4,71.6,32377068,96848816,1944416,33243368,0,44000,796,0,5476,3119,linpack
14.09,14,595,5,352,28.6,0.7,70.7,32377456,96848256,1944580,33243892,0,0,1761,0,5351,2913,linpack
14.09,14,595,5,352,28.3,1,70.7,32377456,96848256,1944580,33243892,0,0,840,0,5334,2903,linpack
14.09,14,595,5,352,27.9,1.4,70.7,32377832,96847776,1944684,33244384,0,276000,840,0,5385,2978,linpack
14.09,14,595,5,352,28.5,0.8,70.7,32377832,96847776,1944684,33244384,0,0,900,0,5414,3063,linpack
14.08,14,595,5,352,28,1.2,70.7,32377832,96847776,1944684,33244384,0,28000,600,0,5410,2907,linpack
14.08,14,595,5,352,25.7,1.5,72.8,32378332,96847120,1944840,33245024,0,0,1080,0,5337,2884,linpack
14.08,14,595,5,352,28.6,0.6,70.7,32378332,96847120,1944840,33245024,0,0,904,0,5353,2959,linpack
14.08,14,595,5,352,28.3,1,70.7,32378332,96847120,1944840,33245024,0,312000,1288,0,5404,3037,linpack
14.08,14,595,5,352,28.2,1.1,70.7,32378712,96846528,1945052,33245632,0,0,484,0,5239,2819,linpack
14.07,14,595,5,352,28.5,0.8,70.7,32378712,96846528,1945052,33245632,0,28000,544,0,5360,2957,linpack
14.07,14,595,5,352,27,1.4,71.7,32378712,96846528,1945052,33245632,0,0,746,0,5273,2833,linpack
14.07,14,595,5,352,28.5,0.7,70.8,32379084,96846000,1945212,33246144,0,0,480,0,5333,2950,linpack
14.07,14,595,5,352,27.9,1.3,70.7,32379084,96846000,1945212,33246144,0,0,780,0,5271,2820,linpack
14.07,14,595,5,352,27.5,1.8,70.7,32379084,96846000,1945212,33246144,0,260000,720,0,5496,3015,linpack
14.07,14,595,5,352,28.7,0.5,70.7,32379336,96845600,1945364,33246568,0,32000,1042,0,5438,2926,linpack
14.07,14,595,5,352,27.9,1.4,70.7,32379336,96845600,1945364,33246568,0,0,960,0,5448,3063,linpack
14.07,14,595,5,352,26.4,1.7,71.9,32379336,96845600,1945364,33246568,0,0,1055,169,5403,3015,linpack
14.07,14,595,5,352,28.5,0.8,70.8,32379832,96844936,1945528,33247200,0,0,720,0,5279,2825,linpack
14.07,14,595,5,352,28.2,1.2,70.6,32379832,96844936,1945528,33247200,0,320000,879,0,5330,2897,linpack
14.06,14,595,5,352,27.6,1.7,70.7,32379832,96844936,1945528,33247200,0,0,600,0,5430,3082,linpack
14.06,14,595,5,352,27.7,1.6,70.8,32380336,96844272,1945688,33247872,0,44000,540,0,5235,2813,linpack
14.06,14,595,5,352,27.4,1.8,70.7,32380336,96844272,1945688,33247872,0,0,480,0,5315,2909,linpack
14.06,14,595,5,352,28.8,0.5,70.7,32380336,96844272,1945688,33247872,0,0,600,0,5254,2839,linpack
14.06,14,595,5,352,27.8,1.5,70.7,32380956,96843496,1945844,33248692,0,0,540,0,5485,3177,linpack
14.06,14,595,5,352,27.8,1.5,70.7,32380956,96843496,1945844,33248692,0,288000,420,0,5295,2866,linpack
14.06,14,595,5,352,28.3,1,70.7,32380956,96843496,1945844,33248692,0,44000,660,0,5355,2889,linpack
14.06,14,595,5,352,28.2,1.1,70.7,32381092,96843200,1946004,33248940,0,0,840,0,5109,2835,linpack
14.06,14,595,5,352,28,1.2,70.8,32381092,96843200,1946004,33248940,0,0,1080,0,5411,3050,linpack
14.05,14,595,5,352,27.9,1.3,70.7,32381092,96843200,1946004,33248940,0,0,1020,0,5278,2861,linpack
14.05,14,595,5,352,27.8,1.4,70.7,32382592,96841552,1946152,33250612,0,348000,900,0,5399,2994,linpack
14.05,14,595,5,352,28.6,0.6,70.7,32382592,96841552,1946152,33250612,0,40000,1320,0,5324,2882,linpack
14.05,14,595,5,352,28,1.3,70.7,32382592,96841552,1946152,33250612,0,0,720,0,5367,3016,linpack
14.05,14,595,5,352,28.1,1.2,70.7,32382964,96841024,1946308,33251124,0,0,562,0,5256,2913,linpack
14.05,14,595,5,352,28.6,0.7,70.8,32382964,96841024,1946308,33251124,0,0,964,0,5031,2740,linpack
14.05,14,595,6,351,27.9,1.4,70.6,32383340,96840544,1946412,33251616,0,0,904,0,5287,2881,linpack
14.05,14,595,5,352,28.5,0.7,70.8,32383340,96840544,1946412,33251616,0,308000,784,0,5379,3007,linpack
14.05,14,595,5,352,28.2,1,70.8,32383340,96840544,1946412,33251616,0,0,1127,0,5341,2954,linpack
14.05,14,595,5,352,28.1,1.2,70.7,32383960,96839760,1946576,33252376,0,0,904,0,5279,2869,linpack
14.04,14,595,5,352,28.5,0.8,70.8,32383960,96839760,1946576,33252376,0,0,999,0,5222,2768,linpack
14.04,14,595,5,352,27.7,1.6,70.7,32383960,96839760,1946576,33252376,0,0,900,0,5476,3128,linpack
14.04,14,595,5,352,27.3,0.9,71.8,32384344,96839232,1946724,33252960,0,336000,1221,0,5333,2897,linpack
14.04,14,595,5,352,28,1.2,70.8,32384344,96839232,1946724,33252960,0,0,780,0,5330,2898,linpack
14.04,14,595,5,352,28.1,1.1,70.7,32384344,96839232,1946724,33252960,0,0,540,0,5342,2958,linpack
14.04,14,595,5,352,28.6,0.6,70.7,32384964,96838456,1946876,33253692,0,0,480,0,5372,2994,linpack
14.04,14,595,5,352,28,1.7,70.3,32384964,96838456,1946876,33253692,0,0,480,0,5286,2854,linpack
14.04,14,595,5,352,28,0.8,71.2,32384964,96838456,1946876,33253692,0,28000,780,0,5341,2970,linpack
14.04,14,595,5,352,28.2,1,70.7,32385340,96837872,1947084,33254212,0,260000,600,0,5273,2846,linpack
14.04,14,595,5,352,27.8,1.5,70.7,32385340,96837872,1947084,33254212,0,0,780,0,5430,3062,linpack
14.04,14,595,5,352,28.6,0.6,70.7,32385340,96837872,1947084,33254212,0,0,1079,0,5339,2949,linpack
14.04,14,595,6,351,27.6,1.6,70.8,32386088,96836960,1947244,33255132,0,0,802,0,5267,2824,linpack
14.04,14,595,5,352,28.1,0.9,71,32386088,96836960,1947244,33255132,0,0,900,0,5289,2871,linpack
14.04,14,595,5,352,27.5,1.7,70.7,32386088,96836960,1947244,33255132,0,28000,900,0,5433,3041,linpack
14.04,14,595,5,352,27.9,1.4,70.7,32385964,96836928,1947400,33255148,0,260000,780,0,5339,2927,linpack
14.03,14,595,5,352,28.5,0.7,70.8,32385964,96836928,1947400,33255148,0,0,862,0,5422,3023,linpack
14.03,14,595,5,352,27.3,2,70.6,32385964,96836928,1947400,33255148,0,0,840,0,5344,2899,linpack
14.03,14,595,5,352,28.6,0.6,70.8,32386584,96836160,1947552,33255988,0,0,840,0,5464,3100,linpack
14.03,14,595,5,352,28.2,1.1,70.8,32386584,96836160,1947552,33255988,0,32000,720,0,5305,2916,linpack
14.03,14,595,5,352,27.9,1.4,70.7,32386584,96836160,1947552,33255988,0,312000,780,0,5338,2831,linpack
14.03,14,595,5,352,27.7,1.5,70.7,32386708,96835880,1947708,33256280,0,0,819,0,5403,2921,linpack
14.03,14,595,5,352,27.7,1.6,70.7,32386708,96835880,1947708,33256280,0,0,1293,0,5404,3037,linpack
14.03,14,595,5,352,28.6,0.7,70.7,32386708,96835880,1947708,33256280,0,0,1380,0,5251,2851,linpack
14.03,14,595,5,352,26.9,2.3,70.7,32387692,96834720,1947880,33257428,0,40000,1288,0,5395,3004,linpack
14.03,14,595,5,352,28.7,0.6,70.7,32387692,96834720,1947880,33257428,0,272000,720,0,5321,2893,linpack
14.03,14,595,5,352,28.2,1.1,70.7,32387692,96834720,1947880,33257428,0,0,660,0,5342,2947,linpack
14.03,14,595,5,352,28,1.3,70.7,32388084,96834192,1948020,33257932,0,0,1703,0,5335,2950,linpack
14.03,14,595,5,352,28.2,1,70.8,32388084,96834192,1948020,33257932,0,0,660,0,5268,2866,linpack
14.03,14,595,5,352,27.9,1.4,70.7,32388084,96834192,1948020,33257932,0,28000,2304,0,5352,2884,linpack
14.02,14,595,5,352,28.6,0.7,70.8,32388088,96833976,1948232,33258164,0,256000,1224,0,5330,3092,linpack
14.02,14,595,5,352,27.4,1.9,70.7,32388088,96833976,1948232,33258164,0,0,600,54,5301,2860,linpack
14.02,14,595,5,352,28.6,0.6,70.8,32388088,96833976,1948232,33258164,0,0,1464,0,5412,2988,linpack
14.02,14,595,5,352,27.5,1.7,70.8,32388460,96833440,1948392,33258704,0,0,1260,0,5340,2930,linpack
14.02,14,595,5,352,28.1,1.2,70.7,32388460,96833440,1948392,33258704,0,28000,1260,0,5409,3053,linpack
14.02,14,595,5,352,27.9,1.3,70.8,32389088,96832720,1948488,33259440,0,260000,1051,155,5103,2809,linpack
14.02,14,595,5,352,28.2,1.1,70.7,32389088,96832720,1948488,33259440,0,0,1666,0,5306,2973,linpack
14.02,14,595,5,352,28.4,0.9,70.7,32389088,96832720,1948488,33259440,0,0,1020,0,5316,2898,linpack
14.02,14,595,5,352,28.1,1.2,70.7,32389836,96831808,1948656,33260304,0,0,900,0,5412,3022,linpack
14.02,14,595,5,352,28.6,0.6,70.8,32389836,96831808,1948656,33260304,0,32000,1222,0,5354,2881,linpack
14.02,14,595,5,352,27.9,1.4,70.7,32389836,96831808,1948656,33260304,0,320000,1402,0,5378,2950,linpack
14.02,14,595,5,352,28.6,0.6,70.8,32390084,96831400,1948812,33260736,0,0,699,0,5272,2955,linpack
14.02,14,595,5,352,27.3,1.5,71.2,32390084,96831400,1948812,33260736,0,0,960,0,5382,3015,linpack
14.02,14,595,5,352,28.4,0.8,70.8,32390084,96831400,1948812,33260736,0,0,1222,0,5389,2945,linpack
14.02,14,595,5,352,27.9,1.4,70.7,32450000,96771328,1948968,33320824,0,40000,1344,0,5402,3004,linpack
14.02,14,595,5,352,28.2,1.1,70.7,32450000,96771328,1948968,33320824,0,0,664,0,5280,2849,linpack
14.02,14,595,5,352,28.4,0.9,70.7,32450000,96771328,1948968,33320824,0,324000,664,0,5474,3142,linpack
14.02,14,595,5,352,28.1,0.9,71,32392068,96829096,1949132,33262996,0,0,544,0,5181,2883,linpack
14.02,14,595,5,352,28.5,0.7,70.7,32392068,96829096,1949132,33262996,0,0,784,0,5303,2882,linpack
14.02,14,595,6,351,28.1,1.1,70.7,32392068,96829096,1949132,33262996,0,0,784,0,5317,2907,linpack
14.02,14,595,5,352,28.3,1,70.7,32392448,96828560,1949284,33263548,0,32000,622,0,5449,3109,linpack
14.02,14,595,5,352,27.8,1,71.2,32392448,96828560,1949284,33263548,0,280000,360,0,5276,2875,linpack
14.02,14,595,5,352,28.3,0.9,70.8,32392448,96828560,1949284,33263548,0,0,600,0,5304,2862,linpack
14.02,14,595,5,352,28.1,1.2,70.7,32393816,96827040,1949440,33265084,0,0,1080,0,5352,2958,linpack
14.02,14,595,5,352,28.6,0.7,70.7,32393816,96827040,1949440,33265084,0,0,862,0,5424,3074,linpack
14.02,14,595,5,352,27.6,1.3,71.1,32393816,96827040,1949440,33265084,0,44000,838,0,5390,3011,linpack
14.02,14,595,5,352,28.6,0.7,70.8,32393816,96826880,1949596,33265256,0,0,1265,194,5443,2978,linpack
14.02,14,595,5,352,28.2,1.1,70.7,32393816,96826880,1949596,33265256,0,276000,1006,0,5384,2874,linpack
14.02,14,595,5,352,28.6,0.7,70.7,32393816,96826880,1949596,33265256,0,0,840,0,5475,3123,linpack
14.02,14,595,5,352,27.4,1.3,71.3,32394816,96825720,1949760,33266368,0,0,540,0,5259,2846,linpack
14.01,14,595,5,352,28.5,0.7,70.8,32394816,96825720,1949760,33266368,0,28000,2032,0,5268,2866,linpack
14.01,14,595,5,352,27.7,1.6,70.7,32394816,96825720,1949760,33266368,0,0,699,42,5332,2937,linpack
14.01,14,595,5,352,28.5,0.8,70.7,32395072,96825312,1949912,33266796,0,260000,660,0,5378,3032,linpack
14.01,14,595,5,352,27.5,1.7,70.7,32395072,96825312,1949912,33266796,0,0,1019,0,5350,2953,linpack
14.01,14,595,5,352,28.4,0.9,70.7,32395072,96825312,1949912,33266796,0,0,540,0,5305,2887,linpack
14.01,14,595,5,352,27.5,1.7,70.7,32397056,96823168,1950068,33268948,0,28000,600,0,5296,2888,linpack
14.01,14,595,5,352,29,0.7,70.4,32397056,96823168,1950068,33268948,0,0,840,0,5447,3111,linpack
14.01,14,595,5,352,27.8,1.5,70.7,32397056,96823168,1950068,33268948,0,260000,1139,0,5316,2881,linpack
14.01,14,595,5,352,28.4,0.7,70.8,32396684,96823344,1950272,33268684,0,0,960,0,5373,2986,linpack
14.01,14,595,5,352,28.4,0.9,70.7,32396684,96823344,1950272,33268684,0,0,1080,0,5315,2874,linpack
14.01,14,595,5,352,28.3,0.9,70.8,32396684,96823344,1950272,33268684,0,28000,1023,0,5441,3058,linpack
14.01,14,595,5,352,28.4,0.9,70.7,32397804,96822064,1950428,33269972,0,0,660,0,5188,2886,linpack
14.01,14,595,6,351,28.3,0.9,70.7,32397804,96822064,1950428,33269972,0,260000,660,0,5230,2793,linpack
14.01,14,595,5,352,28.2,1,70.7,32397804,96822064,1950428,33269972,0,0,420,0,5213,2773,linpack
14.01,14,595,5,352,28,1.3,70.7,32424580,96795120,1950592,33296892,0,0,840,0,5491,3111,linpack
14.01,14,595,5,352,28.7,0.6,70.7,32424580,96795120,1950592,33296892,0,28000,1534,169,5297,2911,linpack
14.01,14,595,5,352,27.9,1.4,70.7,32424580,96795120,1950592,33296892,0,0,742,0,5414,3016,linpack
14.01,14,595,5,352,28.7,0.6,70.8,32399788,96819776,1950736,33272296,0,312000,480,0,5263,2857,linpack
14.01,14,595,5,352,28.1,1.2,70.7,32399788,96819776,1950736,33272296,0,0,600,0,5358,3020,linpack
14.01,14,595,5,352,28.6,0.6,70.8,32399788,96819776,1950736,33272296,0,0,742,0,5412,2983,linpack
14.01,14,595,5,352,28.2,1.1,70.7,32400780,96818624,1950892,33273404,0,40000,922,0,5302,2887,linpack
14.01,14,595,5,352,28.3,1,70.7,32400780,96818624,1950892,33273404,0,0,879,0,5309,2950,linpack
14.01,14,595,5,352,28.5,0.8,70.7,32400780,96818624,1950892,33273404,0,272000,796,0,5369,3001,linpack
14.01,14,595,5,352,28.1,1.2,70.7,32401772,96817472,1951048,33274536,0,0,1839,0,5360,2931,linpack
14.01,14,595,5,352,28.6,0.6,70.7,32401772,96817472,1951048,33274536,0,0,720,0,5389,2977,linpack
14.01,14,595,5,352,28.1,1.2,70.7,32401772,96817472,1951048,33274536,0,0,480,0,5237,2804,linpack
14.01,14,595,5,352,28.6,0.6,70.7,32402156,96816864,1951272,33275148,0,28000,604,0,5445,3077,linpack
14.01,14,595,5,352,27.7,1.5,70.7,32402156,96816864,1951272,33275148,0,0,604,0,5268,2848,linpack
14.01,14,595,5,352,28.3,0.9,70.8,32402156,96816864,1951272,33275148,0,256000,844,0,5286,2869,linpack
14.01,14,595,5,352,28.1,1.2,70.7,32403036,96815840,1951416,33276172,0,0,866,0,5370,2969,linpack
14.01,14,595,5,352,28,1.3,70.7,32403036,96815840,1951416,33276172,0,0,1168,0,5368,3023,linpack
14.01,14,595,5,352,28.5,0.7,70.8,32403036,96815840,1951416,33276172,0,28000,420,0,5336,2940,linpack
14.01,14,595,5,352,27.6,1.6,70.7,32404152,96814576,1951572,33277456,0,0,1079,0,5314,2884,linpack
14.01,14,595,5,352,28.1,1.2,70.7,32404152,96814576,1951572,33277456,0,312000,1426,0,5295,2860,linpack
14.01,14,595,5,352,28.3,1,70.7,32404152,96814576,1951572,33277456,0,0,1023,0,5507,3154,linpack
14.01,14,595,5,352,27.6,1.7,70.7,32404896,96813664,1951732,33278424,0,0,720,0,5264,2838,linpack
14.01,14,595,5,352,28.6,0.7,70.7,32404896,96813664,1951732,33278424,0,28000,660,0,5336,2947,linpack
14.01,14,595,5,352,27.9,1.3,70.7,32404896,96813664,1951732,33278424,0,0,420,0,5261,2843,linpack
14.01,14,595,6,351,28,1.2,70.8,32405260,96813128,1951908,33278900,0,0,1468,0,5424,3037,linpack
14.09,14.02,595,5,352,28.4,0.9,70.7,32405260,96813128,1951908,33278900,0,320000,724,0,5295,2864,linpack
14.09,14.02,595,5,352,27.7,1.6,70.7,32405260,96813128,1951908,33278900,0,0,1027,0,5289,2862,linpack
14.09,14.02,595,5,352,28.1,1.2,70.7,32406132,96812104,1952060,33279944,0,40000,883,0,5418,3027,linpack
14.09,14.02,595,5,352,28.3,1,70.7,32406132,96812104,1952060,33279944,0,0,844,0,5437,3005,linpack
14.08,14.02,595,5,352,27.4,1.9,70.7,32406132,96812104,1952060,33279944,0,0,660,0,5382,2933,linpack
14.08,14.02,595,5,352,28.5,0.7,70.7,32407136,96810944,1952212,33281084,0,324000,540,0,5308,2893,linpack
14.08,14.02,595,5,352,28,1.3,70.7,32407136,96810944,1952212,33281084,0,0,480,0,5284,2898,linpack
14.08,14.02,595,5,352,28.3,0.9,70.8,32408128,96809856,1952312,33282188,0,32000,1344,0,5494,3177,linpack
14.08,14.02,595,5,352,28.6,0.7,70.8,32408128,96809856,1952312,33282188,0,0,840,0,5271,2861,linpack
14.07,14.02,595,5,352,28.2,1.1,70.7,32408128,96809856,1952312,33282188,0,0,1324,0,5358,2957,linpack
