,Average1,Average5,TasksTotal,TasksRuning,TasksSleeping,CpuUs,CpuSy,CpuId,MemFree,MemUsed,MemBuff,SwapAvail,DiskRead,DiskWrite,NetRead,NetWrite,SysInt,SysCsw,species
5801,1.67,6.38,397,1,249,28.0,2.1,69.9,128853155,1236192,1085892,128894405,154000,20000,0,0,9731,2114,fio
5802,1.67,6.38,397,1,249,1.1,0.3,82.2,128853155,1236192,1085892,128894405,8284000,0,1544,0,2728,4658,fio
5803,1.67,6.38,397,1,249,0.9,0.5,82.2,128853155,1236192,1085892,128894405,8512000,0,1262,0,2593,4273,fio
5804,1.67,6.38,397,1,249,0.5,0.8,78.3,128852085,1236668,1086480,128893885,7728000,0,898,0,2049,3351,fio
5805,2.34,6.44,397,1,249,0.1,0.0,77.4,128852085,1236668,1086480,128893885,8016000,0,1360,0,2611,3422,fio
5806,2.34,6.44,397,1,249,0.2,0.3,74.5,128852085,1236668,1086480,128893885,8200000,128000,780,0,1910,3313,fio
5807,2.34,6.44,397,1,249,0.1,0.1,76.2,128852365,1236256,1086604,128894275,8080000,0,1574,0,2489,4189,fio
5808,2.34,6.44,397,1,249,0.1,0.1,79.0,128852365,1236256,1086604,128894275,8208000,8192,1306,0,1298,1997,fio
5809,2.34,6.44,397,1,249,0.2,0.0,79.0,128852365,1236256,1086604,128894275,8480000,140000,990,0,1263,1974,fio
5810,2.95,6.5,397,1,249,0.0,0.0,80.8,128852685,1235844,1086700,128894705,8000000,0,2982,0,1339,2089,fio
5811,2.95,6.5,397,1,249,0.1,0.1,80.5,128852685,1235844,1086700,128894705,7776000,24000,2424,0,1211,1913,fio
5812,2.95,6.5,397,1,249,0.0,0.0,77.4,128852685,1235844,1086700,128894705,207000000,340000,33000,158,33000,52000,fio
5813,2.95,6.5,397,1,249,0.1,0.0,74.9,128853315,1235204,1086712,128895375,112000,0,0,0,18,31,fio
5814,2.95,6.5,397,1,249,0.0,0.1,74.9,128853315,1235204,1086712,128895375,8272000,0,1018,0,1395,2130,fio
5815,3.6,6.57,397,1,249,0.1,0.1,74.8,128853315,1235204,1086712,128895375,8132000,4096,1031,0,1318,2000,fio
5816,6.84,7.12,397,2,249,0.0,0.0,72.1,128855095,1233180,1086956,128897385,7632000,4096,784,0,1321,2009,fio
5817,6.84,7.12,397,1,249,0.0,0.1,70.9,128855095,1233180,1086956,128897385,8208000,144000,1028,0,1373,2068,fio
5818,6.84,7.12,397,1,249,0.1,0.1,70.7,128855095,1233180,1086956,128897385,8128000,0,2119,0,1403,2147,fio
5819,7.09,7.17,397,1,249,0.1,0.1,70.7,128855345,1232800,1087088,128897745,8020000,32000,844,0,1311,1987,fio
5820,7.09,7.17,397,1,249,0.1,0.1,74.9,128855345,1232800,1087088,128897745,35000000,244000,5027,0,6174,9365,fio
5821,7.09,7.17,397,1,249,0.1,0.1,74.3,128855345,1232800,1087088,128897745,3696000,0,360,0,576,878,fio
5822,7.09,7.17,397,1,249,0.0,0.0,77.0,128855075,1232860,1087300,128897645,8064000,32000,1052,0,1331,2012,fio
5823,7.4,7.23,397,1,249,0.1,0.1,79.0,128855075,1232860,1087300,128897645,7792000,0,1451,0,1332,2040,fio
5824,7.4,7.23,397,1,249,0.0,0.1,79.1,128855075,1232860,1087300,128897645,8144000,176000,1180,0,1415,2116,fio
5825,7.4,7.23,397,1,249,0.6,0.1,77.2,128854985,1232844,1087404,128897665,8528000,4096,904,0,1261,1983,fio
5826,7.4,7.23,397,1,249,0.1,0.1,71.8,128854985,1232844,1087404,128897665,8176000,24000,784,0,1238,1960,fio
5827,7.4,7.23,397,1,249,0.1,0.0,67.8,128854985,1232844,1087404,128897665,8080000,0,544,0,1283,2020,fio
5828,7.69,7.3,397,1,249,0.1,0.1,68.2,128854885,1232836,1087516,128897695,7920000,212000,600,0,1247,1933,fio
5829,7.69,7.3,397,2,248,0.0,0.0,70.8,128854885,1232836,1087516,128897695,8080000,0,600,0,1315,2032,fio
5830,7.69,7.3,397,1,249,0.0,0.0,74.9,128854725,1232756,1087752,128897685,7952000,4096,1259,0,1378,2044,fio
5831,7.69,7.3,397,1,249,0.1,0.1,74.9,128854725,1232756,1087752,128897685,7872000,32000,900,0,1317,2048,fio
5832,7.69,7.3,397,1,249,0.1,0.0,74.9,128854725,1232756,1087752,128897685,7552000,4096,1162,0,1290,1961,fio
5833,7.88,7.34,397,1,249,0.1,0.1,74.8,128854845,1232524,1087868,128897875,8352000,0,660,0,1317,2032,fio
5834,7.88,7.34,397,1,249,0.1,0.2,74.8,128854845,1232524,1087868,128897875,8064000,4096,1380,0,1344,2022,fio
5835,7.88,7.34,397,1,249,0.1,0.0,74.8,128854845,1232524,1087868,128897875,7792000,176000,780,0,1370,2093,fio
5836,7.88,7.34,397,1,249,0.1,0.2,74.8,128854845,1232364,1088020,128898045,8016000,84000,866,0,1330,2019,fio
5837,7.88,7.34,397,1,249,0.1,0.0,74.9,128854845,1232364,1088020,128898045,8624000,0,1242,138,1460,2203,fio
5838,8.05,7.38,397,1,249,0.0,0.0,74.7,128854845,1232364,1088020,128898045,7952000,0,720,0,1311,1996,fio
5839,8.05,7.38,397,1,249,0.1,0.1,69.5,128854875,1232316,1088044,128898145,8080000,172000,600,0,1360,2112,fio
5840,8.05,7.38,397,1,249,0.1,0.1,66.5,128854875,1232316,1088044,128898145,8544000,0,600,0,1385,2119,fio
5841,8.05,7.38,397,1,249,0.1,0.1,62.3,128854875,1232316,1088044,128898145,8208000,28000,616,0,1339,2045,fio
5842,8.05,7.38,397,1,249,0.1,0.0,62.4,128854885,1232204,1088152,128898265,8288000,4096,600,0,1347,2050,fio
5843,8.2,7.43,397,1,249,0.1,0.1,62.4,128854885,1232204,1088152,128898265,8192000,4096,540,0,1427,2184,fio
5844,8.2,7.43,397,1,249,0.1,0.1,61.5,128854885,1232204,1088152,128898265,7888000,0,660,0,1287,1980,fio
5845,8.2,7.43,397,1,249,0.1,0.0,58.2,128854835,1232144,1088256,128898285,8032000,176000,840,0,1350,2036,fio
5846,8.2,7.43,397,1,249,0.1,0.1,59.5,128854835,1232144,1088256,128898285,8240000,24000,720,0,1361,2072,fio
5847,8.2,7.43,397,1,249,0.0,0.1,65.9,128854835,1232144,1088256,128898285,7984000,0,780,0,1361,2073,fio
5848,8.35,7.47,397,1,249,0.0,0.1,70.5,128854835,1232028,1088376,128898395,8032000,0,660,0,1369,2074,fio
5849,8.35,7.47,397,1,249,0.1,0.1,70.7,128854835,1232028,1088376,128898395,8304000,0,480,0,1389,2110,fio
5850,8.35,7.47,397,1,249,0.1,0.1,68.3,128854835,1232028,1088376,128898395,7904000,4096,660,0,1344,2026,fio
5851,8.35,7.47,397,1,249,0.1,0.1,66.5,128854635,1232044,1088556,128898355,8192000,176000,660,0,1423,2179,fio
5852,8.35,7.47,397,1,249,0.0,0.1,66.6,128854635,1232044,1088556,128898355,8000000,28000,742,0,1333,2022,fio
5853,8.48,7.51,397,1,249,0.1,0.1,66.5,128854635,1232044,1088556,128898355,8320000,0,1690,0,1426,2081,fio
5854,8.48,7.51,397,1,249,0.1,0.1,66.5,128854495,1232064,1088668,128898335,8048000,0,1308,0,1422,2122,fio
5855,8.48,7.51,397,1,249,0.1,0.0,66.6,128854495,1232064,1088668,128898335,8336000,4096,840,0,1440,2192,fio
5856,8.48,7.51,397,1,249,0.0,0.1,66.6,128854495,1232064,1088668,128898335,8176000,176000,922,0,1363,2053,fio
5857,8.48,7.51,397,1,249,0.1,0.1,66.5,128854405,1232036,1088796,128898345,7968000,60000,841,0,1349,2046,fio
5858,8.68,7.57,397,1,249,0.1,0.0,66.6,128854405,1232036,1088796,128898345,8304000,0,1042,0,1378,2076,fio
5859,8.68,7.57,397,1,249,0.0,0.1,66.5,128854405,1232036,1088796,128898345,8032000,0,720,0,1389,2142,fio
5860,8.68,7.57,397,1,249,0.1,0.1,67.3,128854255,1232152,1088820,128898245,7920000,208000,1020,54,1444,2158,fio
5861,8.68,7.57,397,1,249,0.1,0.1,70.7,128854255,1232152,1088820,128898245,8116000,4096,660,0,1447,2114,fio
5862,8.79,7.61,397,1,249,0.0,0.1,70.7,128854255,1232152,1088820,128898245,8208000,56000,742,0,1354,2073,fio
5863,8.79,7.61,397,1,249,0.0,0.2,70.7,128854135,1232164,1088932,128898275,8032000,0,480,0,1340,2084,fio
5864,8.79,7.61,397,1,249,0.1,0.0,70.7,128854135,1232164,1088932,128898275,8288000,12000,1320,0,1398,2093,fio
5865,8.79,7.61,397,1,249,0.1,0.1,72.8,128854135,1232164,1088932,128898275,8384000,0,660,0,1385,2112,fio
5866,8.79,7.61,397,1,249,0.1,0.1,70.8,128853375,1232640,1089216,128897745,7952000,4096,600,0,1299,1981,fio
5867,8.97,7.67,397,1,249,0.1,0.0,70.8,128853375,1232640,1089216,128897745,8272000,200000,779,0,1372,2131,fio
5868,8.97,7.67,397,1,249,0.1,0.0,70.8,128853375,1232640,1089216,128897745,7824000,4096,872,0,1346,2047,fio
5869,8.97,7.67,397,1,249,0.1,0.1,66.6,128853165,1232656,1089404,128897685,8016000,0,1496,0,1352,2035,fio
5870,8.97,7.67,397,1,249,0.0,0.0,70.6,128853165,1232656,1089404,128897685,8224000,4096,1056,0,1403,2113,fio
5871,8.97,7.67,397,1,249,0.0,0.1,66.6,128853165,1232656,1089404,128897685,7984000,4096,1563,0,1376,2099,fio
5872,9.05,7.71,397,1,249,0.0,0.1,66.6,128853055,1232668,1089512,128897715,8112000,24000,812,0,1287,1979,fio
5873,9.05,7.71,397,1,249,0.1,0.0,66.9,128853055,1232668,1089512,128897715,8512000,0,660,0,1344,2087,fio
5874,9.05,7.71,397,1,249,0.1,0.0,70.8,128853055,1232668,1089512,128897715,8256000,4096,660,0,1327,2036,fio
5875,9.05,7.71,397,1,249,0.1,0.0,69.6,128852875,1232736,1089624,128897625,8304000,4096,784,0,1323,2074,fio
5876,9.05,7.71,397,1,249,0.0,0.1,70.7,128852875,1232736,1089624,128897625,8224000,4096,1046,0,1365,2063,fio
5877,9.2,7.76,397,1,249,0.1,0.1,70.7,128852875,1232736,1089624,128897625,8304000,0,763,0,1263,1974,fio
5878,9.2,7.76,397,1,249,0.0,0.1,70.8,128852895,1232612,1089724,128897765,7856000,4096,844,0,1236,1914,fio
5879,9.2,7.76,397,1,249,0.1,0.1,74.3,128852895,1232612,1089724,128897765,8048000,4096,1475,0,1348,2071,fio
5880,9.2,7.76,397,1,249,0.1,0.1,73.6,128852895,1232612,1089724,128897765,8336000,4096,1080,0,1361,2080,fio
5881,9.2,7.76,397,1,249,0.0,0.0,74.9,128852735,1232756,1089744,128897675,7792000,0,780,0,1244,1928,fio
5882,9.35,7.82,397,1,249,0.1,0.1,74.9,128852735,1232756,1089744,128897675,8352000,208000,935,169,1306,2017,fio
5883,9.35,7.82,397,1,249,0.1,0.1,74.9,128852735,1232756,1089744,128897675,7904000,4096,540,0,1299,2023,fio
5884,9.35,7.82,397,1,249,0.4,0.2,77.0,128852735,1232604,1089896,128897795,8128000,172000,784,0,1317,2027,fio
5885,9.35,7.82,397,1,249,0.1,0.1,74.9,128852735,1232604,1089896,128897795,8560000,0,1528,0,1350,2062,fio
5886,9.35,7.82,397,1,249,0.1,0.1,75.0,128852735,1232604,1089896,128897795,7856000,204000,784,0,1262,1937,fio
5887,9.48,7.87,397,1,249,0.0,0.0,75.0,128852875,1232360,1090000,128898015,7936000,56000,544,0,1331,2075,fio
5888,9.48,7.87,397,1,249,0.1,0.0,75.0,128852875,1232360,1090000,128898015,7888000,4096,784,0,1273,1957,fio
5889,9.48,7.87,397,1,249,0.0,0.1,71.9,128852875,1232360,1090000,128898015,8112000,0,720,0,1266,1955,fio
5890,9.48,7.87,397,1,249,0.0,0.0,71.4,128852675,1232372,1090192,128897975,8080000,4096,1524,0,1312,2010,fio
5891,9.48,7.87,397,1,249,0.2,0.1,74.8,128852675,1232372,1090192,128897975,7952000,200000,840,0,1282,2005,fio
5892,9.52,7.91,397,1,249,0.1,0.1,78.4,128852675,1232372,1090192,128897975,8112000,208000,764,0,1260,1973,fio
5893,9.52,7.91,397,1,249,0.1,0.2,78.9,128852655,1232284,1090296,128898015,8080000,0,660,0,1207,1911,fio
5894,9.52,7.91,397,1,249,0.0,0.1,79.1,128852655,1232284,1090296,128898015,8208000,4096,2603,0,1384,2052,fio
5895,9.52,7.91,397,1,249,0.0,0.1,75.3,128852655,1232284,1090296,128898015,8304000,4096,960,0,1356,2118,fio
5896,9.52,7.91,397,1,249,0.1,0.1,79.0,128852525,1232292,1090408,128898015,7984000,28000,1184,0,1242,1931,fio
5897,9.56,7.94,397,1,249,0.1,0.1,76.9,128852525,1232292,1090408,128898015,29000000,184000,3901,0,4946,7565,fio
5898,9.56,7.94,397,1,249,0.1,0.1,74.9,128852525,1232292,1090408,128898015,2288000,0,0,0,323,495,fio
5899,9.56,7.94,397,1,249,0.0,0.1,74.9,128852485,1232316,1090436,128898035,8272000,24000,878,0,1376,2100,fio
5900,9.56,7.94,397,1,249,0.1,0.0,71.8,128852485,1232316,1090436,128898035,31000000,184000,3444,0,5101,7865,fio
5901,9.56,7.94,397,1,249,0.0,0.1,69.2,128852485,1232316,1090436,128898035,1088000,0,60,0,170,256,fio
5902,9.68,7.99,397,1,249,0.0,0.1,66.6,128852245,1232452,1090540,128897915,7904000,24000,600,0,1283,1992,fio
5903,9.68,7.99,397,1,249,0.1,0.1,68.8,128852245,1232452,1090540,128897915,8096000,0,1380,0,1359,2095,fio
5904,9.68,7.99,397,1,249,0.1,0.1,74.9,128852245,1232452,1090540,128897915,8016000,172000,780,0,1289,1975,fio
5905,9.68,7.99,397,1,249,0.1,0.0,71.5,128852365,1232208,1090652,128898165,8480000,0,480,0,1343,2102,fio
5906,9.68,7.99,397,1,249,0.1,0.1,70.7,128852365,1232208,1090652,128898165,7984000,4096,480,0,1315,1997,fio
5907,9.78,8.04,397,1,249,0.0,0.0,70.9,128852365,1232208,1090652,128898165,8128000,28000,720,0,1369,2108,fio
5908,9.78,8.04,397,1,249,0.0,0.1,70.8,128852365,1232108,1090752,128898215,8192000,0,780,0,1317,2030,fio
5909,9.78,8.04,397,1,249,0.1,0.0,78.2,128852365,1232108,1090752,128898215,7872000,0,1342,0,1274,1952,fio
5910,9.78,8.04,397,1,249,0.1,0.1,74.9,128852365,1232108,1090752,128898215,8336000,196000,900,0,1360,2073,fio
5911,9.78,8.04,397,1,249,0.1,0.1,74.9,128852295,1231992,1090944,128898325,8288000,4096,720,0,1392,2141,fio
5912,9.8,8.07,397,1,249,0.1,0.1,74.8,128852295,1231992,1090944,128898325,7920000,36000,718,0,1382,2085,fio
5913,9.8,8.07,397,1,249,0.1,0.0,74.9,128852295,1231992,1090944,128898325,8192000,32000,1086,152,1434,2139,fio
5914,9.8,8.07,397,1,249,0.0,0.1,74.9,128852415,1231732,1091080,128898605,8272000,0,660,0,1352,2056,fio
5915,9.8,8.07,397,1,249,0.1,0.0,74.9,128852415,1231732,1091080,128898605,7920000,196000,1404,0,1442,2121,fio
5916,9.8,8.07,397,1,249,0.1,0.1,74.9,128852415,1231732,1091080,128898605,8048000,4096,660,0,1377,2110,fio
5917,9.82,8.11,397,1,249,0.1,0.0,71.9,128852545,1231500,1091188,128898845,8288000,4096,540,0,1338,2046,fio
5918,9.82,8.11,397,1,249,0.1,0.1,69.5,128852545,1231500,1091188,128898845,8128000,28000,1020,84,1362,2054,fio
5919,9.82,8.11,397,1,249,0.1,0.0,66.6,128852545,1231500,1091188,128898845,7920000,4096,780,0,1329,2072,fio
5920,9.82,8.11,397,1,249,0.1,0.1,66.6,128853045,1230944,1091240,128899445,8160000,4096,1620,0,1370,2046,fio
5921,9.82,8.11,397,1,249,0.0,0.0,66.6,128853045,1230944,1091240,128899445,8288000,176000,900,0,1404,2108,fio
5922,9.83,8.14,397,1,249,0.1,0.0,66.6,128853045,1230944,1091240,128899445,8112000,0,1083,0,1298,1984,fio
5923,9.83,8.14,397,1,249,0.1,0.0,66.6,128853085,1230804,1091344,128899605,8304000,24000,844,0,1355,2102,fio
5924,9.83,8.14,397,1,249,0.0,0.1,67.3,128853085,1230804,1091344,128899605,8384000,0,724,0,1388,2113,fio
5925,9.83,8.14,397,1,249,0.1,0.0,66.6,128853085,1230804,1091344,128899605,7920000,0,664,0,1307,1997,fio
5926,9.83,8.14,397,1,249,0.2,0.1,66.5,128853325,1230452,1091448,128899905,8464000,4096,664,0,1356,2072,fio
5927,9.93,8.19,397,1,249,0.1,0.1,70.4,128853325,1230452,1091448,128899905,8176000,176000,1045,0,1406,2146,fio
5928,9.93,8.19,397,1,249,0.1,0.1,70.7,128853325,1230452,1091448,128899905,8224000,28000,622,0,1333,2038,fio
5929,9.93,8.19,397,1,249,0.1,0.0,70.7,128853265,1230344,1091628,128899985,8304000,0,600,0,1319,2052,fio
5930,9.93,8.19,397,1,249,0.1,0.0,66.8,128853265,1230344,1091628,128899985,8000000,4096,751,155,1331,2035,fio
5931,9.93,8.22,397,1,249,0.0,0.1,66.6,128853265,1230344,1091628,128899985,8112000,212000,1183,0,1372,2102,fio
5932,9.93,8.22,397,2,248,0.0,0.1,66.6,128853145,1230356,1091732,128899985,8176000,4096,922,0,1371,2075,fio
5933,9.93,8.22,397,1,249,0.1,0.0,66.5,128853145,1230356,1091732,128899985,8128000,24000,1119,0,1312,2005,fio
5934,9.93,8.22,397,1,249,0.1,0.0,69.4,128853145,1230356,1091732,128899985,8224000,0,900,0,1322,2023,fio
5935,9.93,8.22,397,1,249,0.1,0.1,70.7,128853015,1230368,1091848,128899995,8368000,0,1165,0,1393,2159,fio
5936,9.94,8.25,397,1,249,0.1,0.1,71.0,128853015,1230368,1091848,128899995,8144000,0,660,0,1380,2096,fio
5937,9.94,8.25,397,1,249,0.1,0.1,73.2,128853015,1230368,1091848,128899995,8176000,4096,540,0,1311,2013,fio
5938,9.94,8.25,397,1,249,0.1,0.0,70.7,128852975,1230388,1091864,128900015,8176000,200000,480,0,1318,2038,fio
5939,9.94,8.25,397,1,249,0.1,0.1,70.7,128852975,1230388,1091864,128900015,7984000,0,899,0,1336,2059,fio
5940,9.94,8.25,397,1,249,0.1,0.1,70.7,128852975,1230388,1091864,128900015,8512000,0,600,0,1315,2024,fio
5941,9.94,8.28,397,1,249,0.0,0.1,70.7,128852975,1230276,1091976,128900125,8336000,0,540,0,1333,2057,fio
5942,9.94,8.28,397,1,249,0.1,0.1,70.7,128852975,1230276,1091976,128900125,7920000,176000,420,0,1271,1949,fio
5943,9.94,8.28,397,1,249,0.6,0.1,70.2,128852975,1230276,1091976,128900125,8128000,32000,420,0,1352,2094,fio
5944,9.94,8.28,397,1,249,0.0,0.0,70.7,128852885,1230228,1092124,128900135,7952000,0,968,0,1284,1968,fio
5945,9.94,8.28,397,1,249,0.0,0.1,70.8,128852885,1230228,1092124,128900135,7904000,56000,784,0,1292,1976,fio
5946,9.95,8.3,397,1,249,0.2,0.1,70.7,128852885,1230228,1092124,128900135,8176000,0,784,0,1337,2045,fio
5947,9.95,8.3,397,1,249,0.1,0.1,70.7,128852865,1230128,1092236,128900245,8288000,176000,784,0,1329,2074,fio
5948,9.95,8.3,397,1,249,0.1,0.1,70.7,128852865,1230128,1092236,128900245,7776000,24000,1468,0,1282,1954,fio
5949,9.95,8.3,397,1,249,0.1,0.1,70.7,128852865,1230128,1092236,128900245,8336000,4096,967,0,1349,2071,fio
5950,9.95,8.3,397,1,249,0.1,0.1,74.4,128852785,1230020,1092424,128900255,8080000,4096,1282,0,1395,2062,fio
5951,9.95,8.33,397,1,249,0.1,0.1,74.9,128852785,1230020,1092424,128900255,8352000,4096,1642,0,1486,2242,fio
5952,9.95,8.33,397,1,249,0.1,0.1,74.9,128852785,1230020,1092424,128900255,8528000,0,1213,152,1401,2142,fio
5953,9.95,8.33,397,1,249,0.0,0.1,74.9,128852665,1230040,1092528,128900255,8288000,200000,1359,0,1338,2041,fio
5954,9.95,8.33,396,1,249,0.0,0.1,74.9,128852665,1230040,1092528,128900255,8096000,0,1041,0,1333,2038,fio
5955,9.95,8.33,396,1,249,0.1,0.1,72.3,128852665,1230040,1092528,128900255,8208000,0,908,0,1347,2095,fio
5956,9.96,8.36,395,1,249,0.0,0.1,70.7,128852675,1229916,1092640,128900375,8320000,0,660,0,1322,2027,fio
5957,9.96,8.36,395,1,249,0.1,0.1,70.6,128852675,1229916,1092640,128900375,8064000,4096,736,42,1329,2033,fio
5958,9.96,8.36,394,1,249,0.1,0.1,70.7,128852675,1229916,1092640,128900375,8176000,20000,720,0,1290,1990,fio
5959,9.96,8.36,394,1,249,0.1,0.1,70.7,128852905,1229664,1092664,128900685,8128000,212000,660,0,1337,2076,fio
5960,9.96,8.36,394,1,249,0.1,0.1,70.7,128852905,1229664,1092664,128900685,8320000,0,1344,0,1362,2071,fio
5961,9.96,8.39,394,1,249,0.1,0.0,70.7,128852905,1229664,1092664,128900685,8064000,0,840,0,1344,2029,fio
5962,9.96,8.39,394,1,249,0.1,0.1,72.9,128852795,1229668,1092772,128900685,8160000,0,1020,0,1331,2020,fio
5963,9.96,8.39,394,1,249,0.0,0.1,72.9,128852795,1229668,1092772,128900685,8112000,24000,720,0,1359,2097,fio
5964,9.96,8.39,394,1,249,0.1,0.1,74.8,128852795,1229668,1092772,128900685,7424000,176000,780,0,1275,1922,fio
5965,9.96,8.39,394,1,249,0.1,0.1,72.2,128852675,1229680,1092884,128900645,7424000,0,1332,0,1305,1968,fio
5966,9.96,8.41,394,1,249,0.1,0.1,70.7,128852675,1229680,1092884,128900645,8048000,0,964,0,1368,2070,fio
5967,9.96,8.41,394,1,249,0.1,0.1,70.6,128852675,1229680,1092884,128900645,8288000,0,844,0,1362,2109,fio
5968,9.96,8.41,394,1,249,0.1,0.1,70.7,128852465,1229704,1093064,128900595,8208000,0,784,0,1358,2062,fio
5969,9.96,8.41,394,1,249,0.1,0.1,70.7,128852465,1229704,1093064,128900595,8064000,236000,1008,0,1313,2001,fio
5970,9.96,8.41,392,1,249,0.0,0.1,70.7,128852465,1229704,1093064,128900595,8320000,4096,682,0,1281,1983,fio
5971,9.97,8.44,392,1,249,0.1,0.0,70.7,128852465,1229592,1093176,128900705,8192000,40000,600,0,1336,2083,fio
5972,9.97,8.44,392,1,249,0.1,0.0,70.7,128852465,1229592,1093176,128900705,7968000,0,780,0,1302,1978,fio
5973,9.97,8.44,392,1,249,0.1,0.1,70.7,128852465,1229592,1093176,128900705,8256000,0,1021,0,1334,2024,fio
5974,9.97,8.44,392,1,249,0.1,0.1,70.3,128852465,1229456,1093312,128900925,7924000,16000,1930,0,1430,2090,fio
5975,9.97,8.44,392,1,249,0.1,0.1,70.0,128852465,1229456,1093312,128900925,8176000,4096,2063,169,1417,2132,fio
5976,10.05,8.48,392,1,249,0.1,0.0,70.7,128852465,1229456,1093312,128900925,8144000,172000,1200,54,1385,2122,fio
5977,10.05,8.48,392,1,249,0.1,0.0,72.4,128852465,1229344,1093420,128901045,7936000,4096,1824,0,1314,1981,fio
5978,10.05,8.48,392,1,249,0.0,0.0,74.9,128852465,1229344,1093420,128901045,8112000,0,840,0,1314,2003,fio
5979,10.05,8.48,392,1,249,0.1,0.1,74.8,128852465,1229344,1093420,128901045,8112000,36000,840,0,1361,2116,fio
5980,10.05,8.48,392,1,249,0.1,0.0,74.9,128852425,1229336,1093472,128901085,46000000,248000,7320,0,7726,12000,fio
5981,10.05,8.51,392,1,249,0.1,0.1,74.7,128852425,1229336,1093472,128901085,1760000,0,120,0,278,419,fio
5982,10.05,8.51,392,1,249,0.1,0.0,73.4,128852425,1229336,1093472,128901085,7840000,144000,1260,0,1311,1978,fio
5983,10.05,8.51,392,1,249,0.1,0.1,70.7,128852455,1229204,1093572,128901165,8048000,0,1500,0,1382,2116,fio
5984,10.05,8.51,392,1,249,0.1,0.1,70.7,128852455,1229204,1093572,128901165,8080000,4096,1080,0,1285,1965,fio
5985,10.12,8.55,392,1,249,0.1,0.0,69.6,128852455,1229204,1093572,128901165,8336000,0,600,0,1311,2027,fio
5986,10.12,8.55,392,1,249,0.0,0.1,66.6,128852335,1229220,1093680,128901165,8000000,28000,682,0,1333,2031,fio
5987,10.12,8.55,392,1,249,0.1,0.0,70.5,128852335,1229220,1093680,128901165,30000000,212000,2280,0,4965,7671,fio
5988,10.12,8.55,392,1,249,0.1,0.0,70.7,128852335,1229220,1093680,128901165,1792000,0,0,0,288,441,fio
5989,10.12,8.55,392,1,249,0.1,0.1,70.7,128852145,1229240,1093848,128901125,8272000,24000,899,0,1355,2112,fio
5990,10.35,8.62,393,1,249,0.1,0.1,72.5,128852275,1229076,1093888,128901285,7952000,16000,600,0,1381,2089,fio
5991,10.35,8.62,393,1,249,0.1,0.1,74.8,128852275,1229076,1093888,128901285,8640000,0,480,0,1295,2030,fio
5992,10.35,8.62,393,1,249,0.0,0.1,74.9,128852275,1229076,1093888,128901285,8128000,208000,480,0,1318,2027,fio
5993,10.35,8.62,393,1,249,0.1,0.1,74.9,128852385,1228848,1094000,128901505,8480000,4096,720,0,1372,2126,fio
5994,10.32,8.65,393,1,249,0.2,0.0,74.3,128852385,1228848,1094000,128901505,8016000,52000,840,0,1281,1965,fio
5995,10.32,8.65,393,1,249,0.1,0.1,67.0,128852385,1228848,1094000,128901505,8464000,32000,480,0,1340,2063,fio
5996,10.32,8.65,393,1,249,0.1,0.1,65.8,128852225,1228976,1094032,128901445,8272000,4096,480,0,1285,1986,fio
5997,10.32,8.65,393,1,249,0.1,0.1,62.3,128852225,1228976,1094032,128901445,8208000,0,981,0,1335,2080,fio
5998,10.32,8.65,393,1,249,0.1,0.0,69.3,128852225,1228976,1094032,128901445,8368000,4096,720,0,1331,2058,fio
5999,10.3,8.67,393,1,249,0.1,0.1,66.5,128851875,1229220,1094136,128901205,8224000,204000,540,0,1295,1998,fio
6000,10.3,8.67,393,1,249,0.6,0.1,67.2,128851875,1229220,1094136,128901205,8112000,24000,600,0,1305,2005,fio
6001,10.3,8.67,393,1,249,0.0,0.1,70.7,128851875,1229220,1094136,128901205,7968000,4096,742,0,1337,2073,fio
6002,10.3,8.67,393,1,249,0.0,0.1,70.7,128851755,1229188,1094292,128901215,7920000,4096,780,0,1280,1963,fio
6003,10.3,8.67,393,1,249,0.0,0.0,70.8,128851755,1229188,1094292,128901215,8144000,0,1184,0,1336,2043,fio
6004,10.27,8.69,393,1,249,0.1,0.2,70.6,128851755,1229188,1094292,128901215,8368000,4096,840,0,1334,2039,fio
6005,10.27,8.69,393,1,249,0.1,0.1,70.7,128851755,1229080,1094400,128901325,7904000,200000,480,0,1291,2003,fio
6006,10.27,8.69,393,1,249,0.0,0.1,70.8,128851755,1229080,1094400,128901325,8276000,0,600,0,1399,2080,fio
6007,10.27,8.69,393,1,249,0.1,0.0,70.7,128851755,1229080,1094400,128901325,8384000,0,863,0,1343,2051,fio
6008,10.27,8.69,393,1,249,0.1,0.0,70.7,128851885,1228768,1094584,128901605,8244000,0,480,0,1317,2032,fio
6009,10.25,8.71,393,1,249,0.1,0.1,70.7,128851885,1228768,1094584,128901605,8160000,208000,480,0,1402,2147,fio
6010,10.25,8.71,393,1,249,0.1,0.1,68.5,128851885,1228768,1094584,128901605,8144000,40000,600,0,1329,2012,fio
6011,10.25,8.71,393,1,249,0.0,0.2,74.9,128851765,1228784,1094692,128901605,8288000,0,676,0,1333,2028,fio
6012,10.25,8.71,393,1,249,0.1,0.1,74.8,128851765,1228784,1094692,128901605,8320000,40000,600,0,1350,2060,fio
6013,10.25,8.71,393,1,249,0.1,0.0,74.9,128851765,1228784,1094692,128901605,7968000,0,1019,0,1317,2040,fio
6014,10.31,8.75,393,1,249,0.1,0.1,74.9,128851765,1228676,1094796,128901655,8432000,0,420,0,1336,2070,fio
